,text
505,"there are few carbon atoms), the organic compounds are gases because the intermolecular forces are weak"
506,"As the number of carbon atoms and the molecular mass increases, the compounds are more likely to be liquids or solids because the intermolecular forces are stronger"
507,You should see that the larger a molecule is the stronger the intermolecular forces are between its molecules
508,This is one of the reasons why methane () is a gas at room temperature while pentane () is a liquid and icosane () is a solid
509,"It is partly the stronger intermolecular forces that explain why petrol (mainly octane ()) is a liquid, while candle wax () is a solid"
510,If these intermolecular forces did not increase with increasing molecular size we would not be able to put liquid fuel into our cars or use solid candles
511,Compare how easy it is to pour water and syrup or honey
512,You can see this if you take a cylinder filled with water and a cylinder filled with glycerin
513,Drop a small metal ball into each cylinder and note how easy it is for the ball to fall to the bottom
514,"In the glycerin the ball falls slowly, while in the water it falls faster"
515,Substances with stronger intermolecular forces are more viscous than substances with weaker intermolecular forces
516,The solid phase is often the most dense phase (water is one noteworthy exception to this)
517,This can be explained by the strong intermolecular forces found in a solid
518,These forces pull the molecules together which results in more molecules in one unit volume than in the liquid or gas phases
519,The more molecules in a unit volume the denser that substance will be
520,Substances with weak intermolecular forces will have low melting and boiling points while those with strong intermolecular forces will have high melting and boiling points
521,"In the experiment on intermolecular forces you investigated the boiling points of several substances, and should have seen that molecules with weaker intermolecular forces have a lower boiling point than molecules with stronger intermolecular forces"
522,One further point to note is that covalent network structures (recall from grade that these are covalent compounds that form large networks and an example is diamond) will have high melting and boiling points due to the fact that some bonds (i.e
523,the strong forces between atoms) have to break before the substance can melt
524,"Covalent molecular substances (eg water, sugar) often have lower melting and boiling points, because of the presence of the weaker intermolecular forces holding these molecules together"
525,As the alcohol (or mercury) is heated it expands and rises up the tube
526,This is why when you tile a floor you have to leave gaps between the tiles to allow for expansion
527,It is also why power lines sag slightly and bridges have slight gaps for expansion
528,Heat is transferred through a substance from the point being heated to the other end
529,This is why the bottom of a pot gets hot first (assuming you are heating the pot on a stove plate)
530,"In metals there are some free, delocalised electrons which can help transfer the heat energy through the metal"
531,"In covalent molecular compounds there are no free, delocalised electrons and the heat does not travel as easily through the material"
532,Explain why the melting point of oxygen () is much lower than the melting point of hydrogen chloride
533,"So if a substance has strong intermolecular forces, then that substance will have a high melting point"
534,We know that stronger intermolecular forces lead to higher melting points
535,We also know that oxygen has weaker intermolecular forces than hydrogen chloride (induced dipole versus dipole-dipole forces)
536,Therefore oxygen will have a lower melting point than hydrogen chloride since oxygen has weaker intermolecular forces
537,Induced dipole forces are the weakest intermolecular forces and hydrogen bonding is the strongest
538,In order for a liquid to boil the intermolecular forces must be broken and if the intermolecular forces are very strong then it will take a lot of energy to overcome these forces and so the boiling point will be higher
539,Water has strong intermolecular forces (hydrogen bonds) while carbon tetrachloride only has weaker induced dipole forces
540,Substances with stronger intermolecular forces take longer to evaporate than substances with weaker intermolecular forces
541,The type of intermolecular force that can exist when sodium chloride dissolves in methanol is ion-dipole forces
542,The formation of these forces helps to disrupt the ionic bonds in sodium chloride and so sodium chloride can dissolve in methanol
543,Tumi and Jason are helping their dad tile the bathroom floor
544,Their dad tells them to leave small gaps between the tiles
545,Materials (such as tiles) expand on heating and so small gaps need to be left between the tiles to allow for this expansion
546,"If Tumi and Jason did not leave these gaps between the tiles, the tiles would soon lift up"
547,A beam of sunlight through a window lights up a section of the floor
548,You might draw a series of parallel lines showing the path of the sunlight from the window to the floor
549,"This is not exactly accurate — no matter how hard you look, you will not find unique lines of light in the sunbeam"
550,"However, this is a good way to draw light and to model light geometrically, as we will see in this chapter.We call these narrow, imaginary lines of light light rays"
551,"Recall that light can behave like a wave and so you can think of a light ray as the path of a point on the crest of a wave.We can use light rays to model the behaviour of light relative to mirrors, lenses, telescopes, microscopes, and prisms"
552,The study of how light interacts with materials is called optics
553,"When dealing with light rays, we are usually interested in the shape of a material and the angles at which light rays hit it"
554,"From these angles, we can determine, for example, the distance between an object and its reflection"
555,"You have learnt about the basic properties of waves before, specifically about reflection and refraction"
556,"In this chapter, you will learn about phenomena that arise with waves in two and three dimensions: diffraction"
557,We will also build on interference which you have learnt about previously but now in more than one dimension.
558,The kinetic theory of matter says that all matter is composed of particles which have a certain amount of energy which allows them to move at different speeds depending on the temperature (energy)
559,There are spaces between the particles and also attractive forces between particles when they come close together.Now we will look at applying the same ideas to gases.The main assumptions of the kinetic theory of gases are as follows: Gases are made up of particles (eg atoms or molecules)
560,The size of these particles is very small compared to the distance between the particles
561,The collisions between particles and the walls of the container do not change the kinetic energy of the system
562,The temperature of a gas is a measure of the average kinetic energy of the particles
563,From these assumptions we can define the pressure and temperature of any gas.PressureThe pressure of a gas is a measure of the number of collisions of the gas particles with each other and with the sides of the container that they are in.Video: 23VSTemperatureThe temperature of a substance is a measure of the average kinetic energy of the particles.If the gas is heated (i.e
564,"the temperature increases), the average kinetic energy of the gas particles will increase and if the temperature is decreased, the average kinetic energy of the particles decreases"
565,"If the energy of the particles decreases significantly, the gas liquefies (becomes a liquid).One of the assumptions of the kinetic theory of gases is that all particles have a different speed"
566,For an ideal gas we assume that all particles in the gas have the same speed.So for an ideal gas we can simply talk about the speed of particles
567,But for a real gas we must use the average speed of all the particles.Video: 23VT
568,In grade 10 you learnt how to calculate the molar concentration of a solution
569,The molar concentration of a solution is the number of moles of solute per litre of solvent ()
570,"This is more commonly given as moles of solute per cubic decimetre of solution ().To calculate concentration we use , where is the molar concentration, is the number of moles and is the volume of the solution.Calculating molar concentrations is useful to determine how much solute we need to add to a given volume of solvent in order to make a standard solution.A standard solution is a solution in which the concentration is known to a high degree of precision"
571,"When we work with standard solutions we can take the concentration to be constant.When you are busy with these calculations, you will need to remember the following:===, therefore dividing a volume in by will give you the equivalent volume in"
572,How much sodium chloride (in g) will one need to prepare of a standard solution with a concentration of
573,The volume must be converted to : To find the mass of we need the molar mass of
574,We can get this from the periodic table (recall from grade 10 how to calculate the molar mass of a compound).The mass of sodium chloride needed is We will now look at another use of concentration which is for titration calculations.TitrationsA titration is a technique for determining the concentration of an unknown solution
575,Acid-base reactions and redox reactions are both commonly used for titrations.In grade 10 you did a simple acid-base titration
576,Now we will look at how to calculate the concentration of an unknown solution using an acid-base titration.When performing a titration we say that the substance of unknown concentration is titrated with the standard solution
577,A pipette is a measuring device that is used to measure an exact amount of a liquid
578,If you use a pipette to add liquid to a flask then you would say that the liquid was pipetted into a flask.We can reduce the number of calculations that we have to do in titration calculations by using the following: The and are the stoichiometric coefficients of compounds A and B respectively
579,It was found that of the sodium hydroxide was needed to neutralise the acid
580,"Using an acid-base titration, it was found that of this solution was able to completely neutralise of a sodium hydroxide solution"
581,"First convert the volume into :Then calculate the number of moles of sulfuric acid:Now we can calculate the concentration of the sulfuric acid:Remember that only or of the sulfuric acid solution is used.Exercise 8.2See solutions Acetylene () burns in oxygen according to the following reaction: If of acetylene gas is burnt, what volume of carbon dioxide will be produced"
582,We first work out what mass of magnesium chloride is needed to make a solution with a concentration of
583,It was found that of the nitric acid was needed to neutralise the base
584,"Write down all the information you know about the reaction, and make sure that the equation is balanced"
585,It was found that of the phosphoric acid was needed to neutralise the base
586,"Write down all the information you know about the reaction, and make sure that the equation is balanced"
587,of this solution is then pipetted into a conical flask and titrated with hydrochloric acid
588,It is found that of the hydrochloric acid completely neutralises the antacid solution
589,Remember that only or of the calcium carbonate solution is used
590,This chapter builds on the work covered in electrostatics in grade 10
591,Learners should be familiar with the two types of charges and with simple calculations of amount of charge
592,The following list summarises the topics covered in this chapter.Coulomb's law In this part of the topic learners are introduced to Coulomb's law
593,This is an inverse square law and has a similar form to Newton's law of Universal Gravitation
594,Electric fields The concept of an electric field is introduced in this part of the chapter
595,Learners will see how to draw the electric field lines for different configurations of charges and will learn how to determine the magnitude of the electric field
596,Learners will also learn how to calculate the electric field at a point due to a number of point charges
597,"In this chapter you will learn exactly how to determine this force and about a basic law of electrostatics.Ratio and proportion - Physical Sciences, Grade 10, Science skillsEquations - Mathematics, Grade 10, Equations and inequalitiesUnits and unit conversions - Physical Sciences, Grade 10, Science skillsScientific notation - Physical Sciences, Grade 10, Science skills"
598,This chapter takes the ideas of magnetism and the ideas of electricity and combines them into one
599,The following list summarises the topics covered in this chapter.Magnetic fields are associated with current carrying wires The idea that magnetism and electricity are linked is introduced
600,The concept of a magnetic field around a current carrying wire is explored and a simple method to determine the direction of the magnetic field is explained
601,Faraday's law Faraday's law relates the emf produced to the magnetic flux around a loop of conductor
602,The concept of electromagnetic induction is introduced and some simple calculations using Faraday's law are shown
603,"Electromagnetism describes the interaction between charges, currents and the electric and magnetic fields to which they give rise"
604,An electric current creates a magnetic field and a changing magnetic field will create a flow of charge
605,"This has resulted in the invention of many devices which are useful to humans, for example cellular telephones, microwave ovens, radios, televisions and many more."
606,The study of electrical circuits is essential to understand the technology that uses electricity in the real-world
607,We depend on electricity and electrical appliances to make many things possible in our daily lives
608,"This becomes very clear when there is a power failure and we can't use the kettle to boil water for tea or coffee, can't use the stove or oven to cook dinner, can't charge our cellphone batteries, watch TV, or use electric lights.Units and unit conversions - Physical Sciences, Grade 10, Science skillsEquations - Mathematics, Grade 10, Equations and inequalitiesGraphs - Mathematics, Grade 10, Functions and graphs"
609,"When a chemical reaction occurs, bonds in the reactants break, while new bonds form in the product"
610,"Hydrogen reacts with oxygen to form water, according to the following equation:In this reaction, the bond between the two hydrogen atoms in the molecule will break, as will the bond between the oxygen atoms in the molecule"
611,"New bonds will form between the two hydrogen atoms and the single oxygen atom in the water molecule that is formed as the product.For bonds to break, energy must be absorbed"
612,The energy that is needed to break a bond is called the bond energy or bond dissociation energy
613,Bond energies are measured in units of .Bond energy Bond energy is a measure of bond strength in a chemical bond
614,It is the amount of energy (in ) that is needed to break the chemical bond between two atoms
615,Remember when we discussed bonding (chapter 3) we used the following energy diagram:We can use this diagram to understand why bond breaking requires energy and bond making releases energy
616,"When a bond breaks, the atoms move apart and the distance between them increases (i.e"
617,the atom moves to the right on the -axis or from point X to point A)
618,"Looking at the diagram we see that when this happens, the energy increases (i.e"
619,the energy at point A is greater than the energy at point X)
620,So when a bond breaks energy is needed.When a bond forms the atoms move closer together and the distance between them decreases (i.e
621,the atom moves to the left on the -axis or from point A to point X)
622,"Looking at the diagram we see that when this happens, the energy decreases (i.e"
623,the energy at point X is less than the energy at point A)
624,So when a bond forms energy is released.Looking at the example of hydrogen reacting with oxygen to form water:We see that energy is needed to break the bonds in the hydrogen molecule and to break the bonds in the oxygen molecule)
625,And we also see that energy is released when hydrogen and oxygen bond to form water)
626,"When we look at the entire reaction and consider both bond breaking and bond forming we need to look at the enthalpy of the system.Enthalpy Enthalpy is a measure of the total energy of a chemical system for a given pressure, and is given the symbol H"
627,A chemical system is a closed system that contains only the reactants and products involved in the reaction.As we learn about exothermic and endothermic reactions we will see more on the concept of enthalpy.
628,Up to now you have looked at reactions as starting with the reactants and going to the products
629,For acids and bases we also need to consider what happens if we swop the reactants and the products around
630,And that when (the base) gains a proton it forms (the acid)
631,In your own words explain what is meant by the term conjugate acid-base pair
632,A conjugate acid-base pair is a reactant and product pair that is transformed into each other through the loss or gain of a proton
633,So for example an acid loses a proton to form a base
634,The acid and the resulting base are said to be a conjugate acid-base pair
635,This chapter looks at the lithosphere and explores mining in more detail
636,"Mining is very important in South Africa as a large part of the economy depends on gold, diamond and coal mining"
637,"This chapter looks at the history of mankind, what the lithosphere is, what is in the lithosphere and then goes on to look at mining"
638,The general techniques used across all types of mining are looked at and then gold mining is explored in greater detail
639,Learners can do the mining section as a project (either in groups or individually) that they then present to the class
640,"If learners do a project ensure that each mineral listed in CAPs (iron, phosphate, coal, diamond, copper, platinum, zinc, chrome, asbestos, manganese and gold) is covered by at least one learner in the class.This topic provides a great opportunity to look at social justice and economic concerns"
641,The various class discussions and debates provided give learners the chance to think about some critical issues in South Africa.In Grade 10 we studied the elements
642,We learnt about the different elements and the compounds that could be formed from those elements
643,Where did mankind find them and how has he used them?This chapter will explore the part of the Earth known as the lithosphere
644,We will find out what the lithosphere is and how the elements are distributed within it.
645,"All the objects that we see in the world around us, are made of matter"
646,"Matter makes up the air we breathe, the ground we walk on, the food we eat and the animals and plants that live around us"
647,Even our own human bodies are made of matter!Different objects can be made of different types of materials (the matter from which objects are made)
648,"For example, a cupboard (an object) is made of wood, nails, hinges and knobs (the materials)"
649,The properties of the materials will affect the properties of the object
650,"In the example of the cupboard, the strength of the wood and metals make the cupboard strong and durable"
651,"Materials that are malleable can be easily formed into different shapes (eg clay, dough)"
652,Ductile materials are able to be formed into long wires (eg copper)
653,The boiling and melting points of substances tells us the temperature at which the substance will boil or melt
654,"This helps us to classify substances as solids, liquids or gases at a specific temperature"
655,The diagram below shows one way in which matter can be classified (grouped) according to its different properties
656,"As you read further in this chapter, you will see that there are also other ways of classifying materials, for example according to whether or not they are good electrical conductors."
657,In this chapter we will explore the states of matter and then look at the kinetic molecular theory
658,We will also examine how the kinetic theory of matter helps explain boiling and melting points as well as other properties of matter
659,Diffusion can be seen as a spreading out of particles resulting in an even distribution of the particles
660,You can see diffusion when you place a drop of food colouring in water
661,"If matter were not made of particles that are constantly moving then we would only see a clump of colour when we put the food colouring in water, as there would be nothing that could move about and mix in with the water"
662,"In 1828 Robert Brown observed that pollen grains suspended in water moved about in a rapid, irregular motion"
663,Brownian motion can also be seen as the random to and fro movement of particles
664,"Matter exists in one of three states, namely solid, liquid and gas"
665,A liquid takes on the shape of the container that it is in
666,Matter can change between these states by either adding heat or removing heat
667,As we heat an object (eg water) it goes from a solid to a liquid to a gas
668,Evaporation from a liquid's surface can happen at a wide range of temperatures
669,If more energy is added then bubbles of gas appear inside the liquid and this is known as boiling
670,Sublimation is the process of going from a solid to a gas
671,Deposition is the process of going from a gas to a solid
672,"If we know the melting and boiling point of a substance then we can say what state (solid, liquid or gas) it will be in at any temperature"
673,A heating curve of a substance gives the changes in temperature as we move from a solid to a liquid to a gas
674,A cooling curve gives the changes in temperature as we move from gas to liquid to solid
675,"An important observation is that as a substance melts or boils, the temperature remains constant until the substance has changed state"
676,This is because all the heat energy goes into breaking or forming the bonds between the molecules
677,The following diagrams give examples of what heating and cooling curves look like:
678,We have now looked at many examples of the types of matter and materials that exist around us and we have investigated some of the ways that materials are classified
679,"In order to understand this, we need to take a closer look at the building blocks of matter — the atom"
680,Atoms are the basis of all the structures and organisms in the universe
681,"The planets, sun, grass, trees, air we breathe and people are all made up of different combinations of atoms.Video: VPrkk"
682,The periodic table of the elements is a method of showing the chemical elements in a table with the elements arranged in order of increasing atomic number
683,Most of the work that was done to arrive at the periodic table that we know can be attributed to a Russian chemist named Dmitri Mendeleev
684,Mendeleev designed the table in 1869 in such a way that recurring (periodic) trends or patterns in the properties of the elements could be shown
685,"Using the trends he observed, he left gaps for those elements that he thought were “missing”"
686,He also predicted the properties that he thought the missing elements would have when they were discovered
687,Many of these elements were indeed discovered and Mendeleev's predictions were proved to be correct
688,"To show the recurring properties that he had observed, Mendeleev began new rows in his table so that elements with similar properties were in the same vertical columns, called groups"
689,The full periodic table is reproduced at the front of this book
690,"These are the energies needed to remove the second, third, or fourth electron respectively"
691,"If you look at a periodic table, you will see the groups numbered at the top of each column"
692,The groups are numbered from left to right starting with 1 and ending with 18
693,This is the convention that we will use in this book
694,"On some periodic tables you may see that the groups are numbered from left to right as follows: 1, 2, then an open space which contains the transition elements, followed by groups 3 to 8"
695,A period is a horizontal row in the periodic table of the elements
696,"The periods are labelled from top to bottom, starting with 1 and ending with 7"
697,For each element on the periodic table we can give its period number and its group number
698,We can also determine the electronic structure of an element from its position on the periodic table
699,In Chapter 4 you worked out the electronic configuration of various elements
700,Using the periodic table we can easily give the electronic configurations of any element
701,"For example, phosphorus () is in the third period and group 15"
702,"Looking at the figure above, we see that the p-orbital is being filled"
703,Similar trends are observed in the other periods of the periodic table
704,The chlorides are compounds with chlorine and the oxides are compounds with oxygen
705,"no oxides, but fluorine does combine with oxygen in compounds called oxygen fluorides"
706,Draw a line graph to show the relationship between atomic number (on the x-axis) and ionisation energy (y-axis)
707,A chemical bond is formed when atoms are held together by attractive forces
708,"This attraction occurs when electrons are shared between atoms, or when electrons are exchanged between the atoms that are involved in the bond"
709,"The sharing or exchange of electrons takes place so that the outer energy levels of the atoms involved are filled, making the atoms are more stable"
710,"If an electron is shared, it means that it will spend its time moving in the electron orbitals around both atoms"
711,If an electron is exchanged it means that it is transferred from one atom to another
712,In other words one atom gains an electron while the other loses an electron.Chemical bond A chemical bond is the physical process that causes atoms and molecules to be attracted to each other and held together in more stable chemical compounds
713,The type of bond that is formed depends on the elements that are involved
714,"In this chapter, we will be looking at three types of chemical bonding: covalent, ionic and metallic bonding.You need to remember that it is the valence electrons (those in the outermost level) that are involved in bonding and that atoms will try to fill their outer energy levels so that they are more stable"
715,"The noble gases have completely full outer energy levels, so are very stable and do not react easily with other atoms."
716,A medium is the substance or material through which a pulse moves
717,The medium does not create the pulse and the medium is not the pulse
718,"Therefore the medium does not travel with the pulse as the pulse moves through it.In each medium, the particles that make up the medium are moved temporarily from their rest position"
719,"In order for a pulse to travel, the different parts of the medium must be able to interact with each other.Medium A medium is the substance or material in which a pulse will move"
720,"The most obvious examples are waves in water, on a dam, in the ocean, or in a bucket"
721,"All waves have the same properties.Waves do not only occur in water, they occur in any kind of medium"
722,Earthquakes release enough energy to create waves that are powerful enough to travel through the rock of the Earth
723,When your friend speaks to you sound waves are produced that travel through the air to your ears
724,A wave is simply the disturbance of a medium by moving energy but how is it different from a pulse?
725,Longitudinal waves A longitudinal wave is a wave where the particles in the medium move parallel to the direction of propagation of the wave
726,When we studied transverse waves we looked at two different motions: the motion of the particles of the medium and the motion of the wave itself
727,We will do the same for longitudinal waves.The question is how do we construct such a wave?A longitudinal wave is seen best in a slinky spring
728,Do the following investigation to find out more about longitudinal waves.From the investigation you will have noticed that the disturbance moves parallel to the direction in which the spring was pulled
729,The ribbon in the investigation represents one particle in the medium
730,"The particles in the medium move in the same direction as the wave.Video: VPdkfAs in the case of transverse waves the following properties can be defined for longitudinal waves:wavelength, amplitude, period, frequency and wave speed."
731,A tuning fork is an instrument used by musicians to create sound waves of a specific frequency
732,They are often used to tune musical instruments.Sound waves coming from a tuning fork are caused by the vibrations of the tuning fork which push against the air particles in front of it
733,As the air particles are pushed together a compression is formed
734,The particles behind the compression move further apart causing a rarefaction
735,"As the particles continue to push against each other, the sound wave travels through the air"
736,"Due to this motion of the particles, there is a constant variation in the pressure in the air"
737,"This means that in media where the particles are closer together, sound waves will travel faster.Tuning forkSound waves travel faster through liquids, like water, than through the air because water is denser than air (the particles are closer together)"
738,Sound waves travel faster in solids than in liquids.A sound wave is a pressure wave
739,This means that regions of high pressure (compressions) and low pressure (rarefactions) are created as the sound source vibrates
740,These compressions and rarefactions arise because the source vibrates longitudinally and the longitudinal motion of air produces pressure fluctuations.
741,The most common example of electromagnetic (EM) radiation is visible light
742,"Everyone is very familiar with light in everyday life, you can only see things because light bounces off them and enters your eyes"
743,This alone makes it worthwhile to learn about it but there are also very many other applications of EM radiation
744,It is called electromagnetic because there are electric and magnetic fields making up the radiation
745,"We will look at this in more detail a little later.In everyday experience, light doesn't seem to have many special properties but it does: A huge spectrum: The light we can see (visible EM radiation) is only a small part of all of the EM radiation (electromagnetic spectrum) that exists"
746,Nature's speed limit: Nothing moves faster than the speed of light
747,Wave nature: All EM radiation has the ability to behave like a wave which we call wave-like behaviour
748,Particle nature: All EM radiation has the ability to behave like a particle which we call particle-like behaviour
749,No medium required: EM radiation can propagate without a medium through which to move even though they are waves
750,We will discuss this in the following sections and in even more detail in Grades 11 and 12.
751,Diagrams of compounds are very useful because they help us to picture how the atoms are arranged in the compound and they help us to see the shape of the compound
752,"There are three types of diagrams that are commonly used: Wireframe or stick models In this model, the bonds between atoms are shown as “sticks”"
753,Ball and stick models This is a 3-dimensional molecular model that uses “balls” to represent atoms and “sticks” to represent the bonds between them
754,The centres of the atoms (the balls) are connected by straight lines which represent the bonds between them
755,Table 12.1 shows examples of the different types of models for all the types of compounds.Covalent molecularCovalent networkIonic networkMetallic networkName of compoundglucosegraphitesilver chloridezincFormula or Stick modelBall-and-stick modelSpace-filling model Table 12.1: Different representations for compounds CanvasMol (www.alteredqualia.com/canvasmol) is a website that allows you to view several compounds
756,"You do not need to know these compounds, this is simply to allow you to see one way of representing compounds."
757,The synthesis (forming) of water () from hydrogen gas () and oxygen gas () is another example of chemical change
758,A simplified diagram of this reaction is shown in Figure 13.3
759,The chemical bonds between in and between in are broken and new bonds between and (to form ) are formed
760,"A chemical change has taken place.Video: VPbhyA mixture of hydrogen and oxygen gas is used as a fuel to get rockets into space.There are some important things to remember about chemical changes: Arrangement of particles During a chemical change, the particles themselves are changed in some way"
761,"In the example of hydrogen peroxide that was used earlier, the molecules were split up into their component atoms"
762,The number of particles will change because each molecule breaks down into two water molecules () and one oxygen molecule ()
763,Energy changes The energy changes that take place during a chemical reaction are much greater than those that take place during a physical change in matter
764,"During a chemical reaction, energy is used up in order to break bonds and then energy is released when the new product is formed"
765,Reversibility Chemical changes are far more difficult to reverse than physical changes
766,"When hydrogen peroxide decomposes into water and oxygen, it is almost impossible to get back to hydrogen peroxide"
767,"Mass conservation Mass is conserved during a chemical change, but the number of molecules may change"
768,"In the example of the decomposition of hydrogen peroxide, for every two molecules of hydrogen peroxide that decomposes, three molecules are formed (two water and one oxygen)"
769,"Table 13.1 highlights these concepts for the decomposition of hydrogen peroxide.Moleculestwo moleculesthree moleculesEnergy changesenergy taken in when bonds are brokenenergy given off when bonds are formedMass is conservedAtoms are conserved oxygen atoms, hydrogen atoms oxygen atoms, hydrogen atoms Table 13.1: Important concepts in chemical change Exercise 13.1See solutions For each of the following say whether a chemical or a physical change occurs"
770,Melting candle wax.Mixing sodium chloride () and silver nitrate () to form silver chloride ().Mixing hydrochloric acid () and magnesium ribbon () to form magnesium chloride ().Dissolving salt in water.Tearing a piece of magnesium ribbon
771,"As we have already mentioned, a number of changes can occur when elements are combined with one another"
772,One way of representing chemical changes is through balanced chemical equations
773,A chemical equation describes a chemical reaction by using symbols for the elements involved
774,"For example, if we look at the reaction between iron and sulfur to form iron sulfide , we could represent these changes in a sentence, in a word equation or using chemical symbols: Sentence: Iron reacts with sulfur to form iron sulfide"
775,A chemical formula shows each element by its symbol and also shows how many atoms of each element are found in that compound
776,The number of atoms (if greater than one) is shown as a subscript.The following exercise serves as revision
777,"Magnetism is an interaction that allows certain kinds of objects, which are called 'magnetic' objects, to exert forces on each other without physically touching"
778,A magnetic object is surrounded by a magnetic 'field' that gets weaker as one moves further away from the object
779,A second object can feel a magnetic force from the first object because it feels the magnetic field of the first object
780,The further away the objects are the weaker the magnetic force will be.Video: VPfkkHumans have known about magnetism for many thousands of years
781,"For example, lodestone is a magnetised form of the iron oxide mineral magnetite"
782,"It is referred to in old European and Asian historical records; from around BCE in Europe and around BCE in Asia.Magnetic objects stuck to a magnetThe root of the English word magnet is from the Greek word magnes, probably from Magnesia in Asia Minor, once an important source of lodestone."
783,Electrostatics is the study of electric charge which is at rest or static (not moving)
784,In this chapter we will look at some of the basic principles of electrostatics as well as the principle of conservation of charge.Video: VPfmg
785,When you measure the potential difference across (or between) the terminals of a battery that is not in a complete circuit you are measuring the emf of the battery
786,"This is the maximum amount of work per coulomb of charge the battery can do to drive charge from one terminal, through the circuit, to the other terminal.The volt is named after the Italian physicist Alessandro Volta (1745–1827).Electrical potential difference is also called voltage.When you measure the potential difference across (or between) the terminals of a battery that is in a complete circuit you are measuring the terminal potential difference of the battery"
787,Although this is measured in volts it is not identical to the emf
788,The difference will be the work done to drive charge through the battery.BatteriesOne lead of the voltmeter is connected to one end of the battery and the other lead is connected to the opposite end
789,The voltmeter may also be used to measure the voltage across a resistor or any other component of a circuit but must be connected in parallel.
790,Many reactions in chemistry and all biological reactions (reactions in living systems) take place in water
791,In this chapter we will look at some of these reactions in detail
792,Almost all the reactions that occur in aqueous solutions involve ions
793,"We will look at three main types of reactions that occur in aqueous solutions, namely precipitation reactions, acid-base reactions and redox reactions"
794,"Before we can learn about the types of reactions, we need to first look at ions in aqueous solutions and electrical conductivity.Video: VPbls"
795,"Sometimes it is important to know exactly how many particles (eg atoms or molecules) are in a sample of a substance, or what quantity of a substance is needed for a chemical reaction to take place.The amount of substance is so important in chemistry that it is given its own name, which is the mole.Mole The mole (abbreviation “mol”) is the SI (Standard International) unit for “amount of substance”"
796,The mole is a counting unit just like hours or days
797,We can easily count one second or one minute or one hour
798,"If we want bigger units of time, we refer to days, months and years"
799,"We call this number Avogadro's number.Avogadro's number The number of particles in a mole, equal to"
800,"If we had this number of cold drink cans, then we could cover the surface of the earth to a depth of over"
801,"If you could count atoms at a rate of 10 million per second, then it would take you 2 billion years to count the atoms in one mole!The original hypothesis that was proposed by Amadeo Avogadro was that “equal volumes of gases, at the same temperature and pressure, contain the same number of molecules”"
802,"His ideas were not accepted by the scientific community and it was only four years after his death, that his original hypothesis was accepted and that it became known as “Avogadro's Law”"
803,"In honour of his contribution to science, the number of particles in one mole was named Avogadro's number.We use Avogadro's number and the mole in chemistry to help us quantify what happens in chemical reaction"
804,If we measure of carbon we have one mole or carbon atoms
805,"You will remember that when the mass, in grams, of an element is equal to its relative atomic mass, the sample contains one mole of that element"
806,This mass is called the molar mass of that element.You may sometimes see the molar mass written as
807,"We will use in this book, but you should be aware of the alternate notation.It is worth remembering the following: On the periodic table, the relative atomic mass that is shown can be interpreted in two ways"
808,"The mass (in grams) of a single, average atom of that element relative to the mass of an atom of carbon"
809,The average atomic mass of all the isotopes of that element
810,"ElementRelative atomic mass (u)Molar mass ()Mass of one mole of the element (g)MagnesiumLithiumOxygenNitrogenIron Table 19.1: The relationship between relative atomic mass, molar mass and the mass of one mole for a number of elements"
811,Calculate the number of moles of iron (Fe) in an sample
812,"If we look at the periodic table, we see that the molar mass of iron is"
813,"This means that 1 mole of iron will have a mass of .If 1 mole of iron has a mass of , then: the number of moles of iron in must be:There are 2 moles of iron in the sample"
814,You need to imagine that the horizontal line is like a division sign and that the vertical line is like a multiplication sign
815,"So, for example, if you want to calculate , then the remaining two letters in the triangle are and and is above with a division sign between them"
816,"Your calculation will then be Remember that when you use the equation , the mass is always in grams (g) and molar mass is in grams per mol ()"
817,Always write the units next to any number you use in a formula or sum
818,Calculate the number of moles of copper there are in a sample that with a mass of
819,Calculate the number of atoms there are in a sample of aluminium that with a mass of
820,"However, you need to remember that all your calculations will apply to the whole compound"
821,"So, when you calculate the molar mass of a covalent compound, you will need to add the molar mass of each atom in that compound"
822,The number of moles will also apply to the whole molecule
823,"For example, if you have one mole of nitric acid () the molar mass is and there are molecules of nitric acid"
824,This is the mass of all the atoms in one formula unit of the compound
825,"For example, one mole of sodium chloride () has a formula mass of and there are molecules of sodium chloride in one formula unit.In a balanced chemical equation, the number that is written in front of the element or compound, shows the mole ratio in which the reactants combine to form a product"
826,"If there are no numbers in front of the element symbol, this means the number is '1'.Video: VPezceg In this reaction, 1 mole of nitrogen molecules reacts with 3 moles of hydrogen molecules to produce 2 moles of ammonia molecules"
827,Scalars are physical quantities which have only a number value or a size (magnitude)
828,A scalar tells you how much of something there is.Scalar A scalar is a physical quantity that has only a magnitude (size)
829,"For example, a person buys a tub of margarine which is labelled with a mass of"
830,The mass of the tub of margarine is a scalar quantity
831,"It only needs one number to describe it, in this case, .Vectors are different because they are physical quantities which have a size and a direction"
832,A vector tells you how much of something there is and which direction it is in.Vector A vector is a physical quantity that has both a magnitude and a direction
833,"For example, a car is travelling east along a freeway at"
834,The car is moving at (this is the magnitude) and we know where it is going – east (this is the direction)
835,Your weight is proportional to your mass (magnitude) and is always in the direction towards the centre of the earth
836,"This chapter is about how things move along a straight line or, more scientifically, how things move in one dimension"
837,This is useful for learning how to describe the movement (motion) of cars along a straight road or of trains along straight railway tracks
