,text
2019,"find out words for sheep, goat, camel and yak in your local language and also in other languages of our country"
2020,gives the names of some breeds of sheep reared in our country for producing wool
2021,the quality and texture of the fibres obtained from them is also indicated in the table
2022,this enables sheep to survive without their protective coat of hair
2023,the hairy skin is sent to a factory where hair of different textures are separated or sorted
2024,"step v: the fibres can be dyed in various colours, as the natural fleece of sheep and goats is black, brown or white"
2025,then it swings its head from side to side in the form of the figure of eight
2026,can you imagine that the soft silk yarn is as strong as a comparable thread of steel
2027,sericulture or culture of silkworms is a very old occupation in india
2028,"to remember when the cocoon stage is reached in the life history of the silk moth, try the following activity"
2029,now try and arrange the stages in the correct sequence in a cyclic form
2030,you may also describe the life history in your own words
2031,"in india, women are significantly involved in various kinds of industries related to silk production"
2032,"these are rearing of silkworms, reeling of silk from cocoons and processing of raw silk into fabrics"
2033,this is done when mulberry trees bear a fresh crop of leaves
2034,the process of taking out threads from the cocoon for use as silk is called reeling the silk
2035,"silk moth what you have learnt silk comes from silkworms and wool is obtained from sheep, goat and yak"
2036,"the hairs of camel, llama and alpaca are also processed to yield wool"
2037,"sheep hair is sheared off from the body, scoured, sorted, dried, dyed, spun and woven to yield wool"
2038,"during their life cycle, the worms spin cocoons of silk fibres"
2039,silk fibres from cocoons are separated out and reeled into silk threads
2040,"fibre to fabric you must be familiar with the following nursery rhymes: ‘baa baa black sheep, have you any wool.’ ‘mary had a little lamb, whose fleece was white as snow.’ answer the following: which parts of the black sheep have wool"
2041,"shearing,, sorting,,, make sketches of the two stages in the life history of the silk moth which are directly related to the production of silk"
2042,"out of the following, which are the two terms related to silk production"
2043,use hints to fill in the blank spaces with letters that complete the words
2044,1 : thorough washing 1 : keeps warm 2 : animal fibre 3 : long thread like structure 2 : its leaves are eaten by silkworms 3 : hatches from egg of moth extended learning — activities and projects find out for her
2045,paheli wants to know the maximum length of continuous silk thread that can be obtained from a cocoon
2046,boojho wants to know why caterpillars need to shed their skin when they grow bigger but we humans do not
2047,fibre to fabric boojho wants to know why caterpillars should not be collected with bare hands
2048,paheli wanted to buy a silk frock and went to the market with her mother
2049,there they found that the artificial (synthetic) silk was much cheaper and wanted to know why
2050,someone told paheli that an animal called ‘vicuna’ also gives wool
2051,"when handloom and textile exhibitions are held, certain stalls display real moths of various varieties of silk and their life histories"
2052,try and visit these stalls with elders or teachers and see these moths and stages of their life history
2053,"take some leaves of the same plant or another plant of the same variety, chop them and put them in the box"
2054,"eggs will hatch into caterpillars, which are busy eating day and night"
2055,use a paper napkin or a paper to hold a caterpillar
2056,"in terms of the number of sheep, india ranks third in the world, behind china and australia"
2057,"however, the new zealand sheep are known to yield the best wool."
2058,forests: our lifeline one evening boojho entered the park with an elderly person
2059,"after a while, the children also came and sat around him"
2060,the children were very surprised when prof ahmad told them that many people had objected to this idea
2061,"“this is because the forests serve as green lungs and water purifying systems in nature”, prof ahmad explained"
2062,"on their way, they met tibu, a young boy of their age group, of nearby village, who was taking cattle for grazing along with his aunt"
2063,"he was very agile, running here and there to keep the herd together"
2064,"while coming down, they got excited on hearing a sudden sound of birds and some noise from the top branches of the trees"
2065,animals often give this type of warning call to alert other animals
2066,they could see now how the forest provides a home for many animals and plants
2067,some forest animals forests: our lifeline some forest plants covered with different types of creepers and climbers
2068,"the sun was barely visible through the leaves of the trees, making it quite dark inside the forest"
2069,you can take the help of some elders or books on trees
2070,"list the characteristics of the trees that you observe, such as the height, shape of leaves, crown, flowers, and fruits"
2071,"giant and tall trees constituted the top layer followed by shrubs and tall grasses, and herbs formed the lowest layer"
2072,"prof ahmad said, “no, due to different climatic conditions there are variations in the types of trees and other plants"
2073,while doing that their hair and clothes had seeds and thorns clinging to them
2074,prof ahmad replied that they feed upon the dead plant and animal tissues and convert them into a dark coloured substance called humus
2075,"from there, these nutrients are again absorbed by the roots of the living plants"
2076,paheli reminded prof ahmad that he had not explained why forests are called green lungs
2077,"if there were fewer trees, how will the water cycle be affected"
2078,tibu told them that the forest is not just home to plants and animals
2079,"boojho called every one and showed them a large, decaying heap of animal dropping"
2080,deer in a forest paheli remembered that she saw a pipal sapling on the sidewall in her school
2081,can you help her to understand how this would have happened
2082,the wide variety of animals helps the forest to regenerate and grow
2083,"however, surprisingly, they saw that the raindrops were not hitting the forest floor directly"
2084,"the uppermost layer of the forest canopy intercepted the flow of raindrops, and most of the water was coming down through the branches and the stems of the trees"
2085,"villagers told them that due to the surrounding forest, they receive good rainfall"
2086,seed dispersal soil erosion what you have learnt we get various products from the forests surrounding us
2087,"different layers of vegetation provide food and shelter for animals, the various components of the forest are interdependent on one birds and insects"
2088,"in the forest, there is interaction between soil, water, air and living organisms"
2089,explain how animals dwelling in the forest help it grow and regenerate
2090,what do they do in the explain the role of forest in maintaining the balance between oxygen and carbon dioxide in the atmosphere
2091,the decaying leaves and animal droppings in a forest enrich the far from us
2092,why should we worry about the conditions and issues related to forests explain why there is a need of variety of animals and plants in a forest
2093,"in , the artist has forgotten to put the labels and directions on the arrows"
2094,"mark the directions on the arrows and label the diagram using the following labels: clouds, rain, atmosphere, carbon dioxide, oxygen, plants, animals, soil, roots, water table"
2095,carbon dioxide which of the following is not a forest product
2096,micro-organisms act upon the dead plants to produce extended learning — activities and projects the department of environment is to decide whether some portion of a forest in your area could be cleared for a housing complex
2097,write a letter to the department explaining your point of view as a concerned citizen
2098,here is a list of points that would make your visit more make sure that you have permission to go into the forest
2099,get a map and go along with some one who is familiar with the area
2100,make lists of plants from different places in the forest and of different layers
2101,interview the forest officials and the people of surrounding vil lages and other visitors
2102,"you must never collect birds’ eggs, and their nests should never be you can read more on the following website: did you know"
2103,in india the area under forest cover is about 21% of the total area
2104,but people now seem to have realised the importance of the forest cover
2105,reports suggest that the area under forest cover has slightly increased in recent years
2106,"before we begin, remember that the moving air is called the wind"
2107,"air exerts pressure whenever an activity involves heating, be very careful"
2108,heat the can on a candle flame till the water boils
2109,put the can carefully in a shallow metallic vessel or a washbasin
2110,high speed winds are accompanied by reduced air blowing into the bottle crumple a small piece of paper into a ball of size smaller than the mouth of an empty bottle
2111,challenge your friends if they can force can with hot water being cooled can you guess why the shape of the can gets distorted
2112,place the bottle under running recall now some of your experiences
2113,"when you fly a kite, does the wind coming from your back help"
2114,do you find it difficult to ride a bicycle against the direction of the wind
2115,"also, you know that a bicycle tube overfilled with air may burst"
2116,the following question: why is it difficult to force the paper ball into the bottle
2117,what try different ways of blowing on the balloons to see what happens
2118,"when we blow into the mouth of the bottle, the air near the mouth has higher speed"
2119,the air pressure inside the bottle is higher than near the mouth
2120,can you imagine what would happen if high-speed winds blew over the roofs of buildings
2121,"if the roofs were weak, they could be lifted and blown away"
2122,"if you have any such experience, share it with your friends"
2123,"let us try to understand how winds are produced, how they bring rain and how they can be destructive sometimes"
2124,insert the boiling tube with the balloon in the hot water
2125,observe for 2–3 minutes for any change in shape of the balloon
2126,candle below one of the bags as shown in the figure
2127,"as the warm air rises up, it pushes the bag above the candle"
2128,"in nature there are several situations, where warm air rises at a place"
2129,tie a piece of thread in the middle of the stick
2130,put a burning regions in the 0–30 degrees latitude belt on either side of the equator moves in
2131,"the word monsoon is derived from the arabic word ‘mausam’, which means in winter, the direction of the wind flow gets reversed; it flows from the land to the ocean"
2132,the wind flow pattern because of uneven heating on the earth i wonder why the winds shown in the figure are not in the exact north-south direction
2133,"a change in direction is however, caused by the rotation of the earth"
2134,"sing and enjoy with your friends, if you know such a song"
2135,"winds, storms and cyclones roaring clouds across the sky tell us that monsoon’s here dark and floating clouds then pour raindrops every where"
2136,"clouds make lightning flash overhead and irrigate fields with rain clouds make earth, its fragrance spread when wet with drops of rain"
2137,"rising from the ocean vast clouds fill up with rain rain to ocean, back at last to mingle with ocean again"
2138,uneven heating of land especially the rajasthan desert generates monsoon winds from southwest direction in summer
2139,uneven heating of land and water in winter generate winds from the northwest colder land
2140,if you are in a forest take shelter under a small tree
2141,"if you are in water, get out and go inside a building"
2142,structure of a cyclone the centre of a cyclone is a calm area
2143,"around this calm and clear eye , there is a cloud region of about 150 km in size"
2144,"a model is shown in before cloud formation, water takes up heat from the atmosphere to change into vapour"
2145,"winds, storms and cyclones the image of the ‘eye’ of a cyclone formation of a cyclone rising water caused by a cyclone"
2146,"but as soon as i reached for the doorknob, the house took off into the sky"
2147,i was not hurt at “after the storm we had to clean the debris from the wheat fields
2148,we picked up splintered boards and tree branches as well as dead chickens with their feathers blown off and rabbits looked like they had been skinned.” a tornado shelter is a room situated deep inside or underground having no windows
2149,"or otherwise it is better to shut windows and take shelter under a table, workbench, where debris cannot reach"
2150,wind speed plays an important role in the formation of storms
2151,§ do not go out just for the sake of fun
2152,§ cooperate and help your neighbours advanced technology has and friends
2153,the message is broadcast every hour or half hour when a cyclone is nearer the coast
2154,low pressure monsoon winds wind flow pattern what you have learnt air around us exerts pressure
2155,"warm air rises up, whereas comparatively cooler air tends to sink towards the earth’s surface"
2156,"as warm air rises, air pressure at that place is reduced and the cooler air moves to that place"
2157,uneven heating on the earth is the main cause of wind movements
2158,therefore it is better to plan in advance and be ready with defence against any approaching cyclone
2159,"the following flow chart will help you to understand the phenomena that lead to the formation of clouds and falling of rain and creation of storms and cyclones: winds, storms and cyclones difference of temperature between two regions sets convection in air warm air rises, creating a low-pressure area cool air converges to the low-pressure area warm air rises, cools and the water vapour condenses to form clouds the bigger water drops in the cloud fall to the ground as rain, hail or snow falling water droplets and rising air move vigorously to produce thunderstorm under certain weather condition storms may develop into cyclones fill the missing word in the blank spaces in the following statements: wind is——————air"
2160,air moves from a region of ——— pressure to a region of——— suggest two methods to find out wind direction at a given place
2161,would you like to buy a house having windows but no ventilators
2162,how will you help your neighbours in case cyclone approaches your what planning is required in advance to deal with the situation created by a cyclone
2163,which one of the following place is unlikely to be affected by a cyclone
2164,in winter the winds flow from the land to the ocean
2165,in summer the winds flow from the land towards the ocean
2166,"collect the following items: 4 small paper cups (used ice cream cups), 2 strips of cardboard (20cm long and 2cm wide), gum, stapler, a sketch pen and a sharpened pencil with eraser at one end"
2167,take a scale; draw crosses on the cardboard strips as shown in the
2168,colour the outer surface of one cup with a marker or a sketch pen
2169,push a pin through the centre of the strips and attach the strips and the cups to the eraser of the pencil
2170,check that the strips rotate freely when you blow on the cups
2171,counting the number of rotations per minute will give you an estimate of the speed of the wind
2172,"to observe the changes in the wind speed, use it at different places and different times of the day"
2173,if you do not have a pencil with attached eraser you can use the tip of a ball pen
2174,collect articles and photographs from newspapers and magazines about storms and cyclones
2175,make a story on the basis of what you learnt in this chapter and the matter collected by you
2176,"suppose you are a member of a committee, which is responsible for creating development plan of a coastal state"
2177,prepare a short speech indicating the measures to be taken to reduce the suffering of the people caused by cyclones
2178,repeat the same process with the other end of the tube
2179,press it suddenly to push the potato piece in the tube
2180,"caution: when you perform this activity, make sure that nobody is standing in front of the tube"
2181,you can read more on the related topics on the following website: did you know
2182,"a bolt of lightning travels at a speed of more than 400,000 km/h"
2183,it can heat the air around it to a temperature which is more than 4 times the temperature of the surface of the sun
2184,"motion and time in class vi, you learnt about different types of motions"
2185,"you learnt that a motion could be along a straight line, it could be circular or periodic"
2186,slow or fast we know that some vehicles move faster than others
2187,even the same vehicle may move faster or slower at different times
2188,how did you decide which object is moving slow and which one is moving fast
2189,let us look at the motion of vehicles moving on a road
2190,it shows the position of the same vehicles after some time
2191,"from your observation of the two figures, answer the following questions: which vehicle is moving the fastest of all"
2192,suppose you start pedalling your bicycle at the same time as the bus begins to vehicles moving in the same direction on a road it is easy to decide whose speed is the highest
2193,the distance covered by you after 5 minutes would be much smaller than that covered by the bus
2194,would you say that the bus is moving faster than the we often say that the faster vehicle has a higher speed
2195,in a 100-metre race they found that the sun rises everyday in the morning
2196,the time between one sunrise and the next was called a day
2197,"similarly, a month was measured from one new moon to the next"
2198,a year was fixed as the time taken by the earth to complete one revolution of the sun
2199,often we need to measure intervals of time which are much shorter than a day
2200,clocks or watches are perhaps the most common time measuring devices
2201,one of the most well-known periodic motions is that of a simple pendulum
2202,in this book we shall use the term speed for average speed
2203,"so, for us the speed is the total distance covered divided by the total time taken"
2204,"thus, speed = total distance covered total time taken in everyday life we seldom find objects moving with a constant speed over long distances or for long durations of time"
2205,"measurement of time if you did not have a clock, how would you decide what time of the day it is"
2206,instead of the mean position you may note the time when the bob is at one of its extreme positions
2207,"when the bob of the pendulum is released after taking it slightly to one side, it begins to move to and fro"
2208,is the time period of your pendulum nearly the same in all cases
2209,units of time and speed the basic unit of time is a second
2210,you already know how these units are related to one another
2211,"of course, it could also be expressed in other units such as m/min or km/h"
2212,"for example, we write 50 km and not 50 kms, or 8 cm and not 8 cms"
2213,it is said that once galileo was sitting in a church
2214,he noticed that a lamp suspended from the ceiling with a chain was moving slowly from one side to the other
2215,how small or large is a time interval of one second
2216,the time taken in saying aloud “two thousand and one” is nearby one second
2217,paheli wondered how time was measured when pendulum clocks were not available
2218,"different designs of these devices were developed in different parts of the world measuring speed having learnt how to measure time and distance, you can calculate the speed of an object"
2219,let us find the speed of a ball moving along the ground
2220,let your friend gently roll a ball along the ground in a direction perpendicular to the line
2221,note the time at the moment the ball crosses the line and also when it comes to rest
2222,how much time does the ball take to come to rest
2223,"however, now special clocks are available that can measure time intervals smaller than a second"
2224,some of these clocks can measure time intervals as small as one millionth or even one billionth of a second
2225,clocks that measure such small time intervals are used for scientific research
2226,the time measuring devices used in sports can measure time intervals that are one tenth or one hundredth of a second
2227,"on the other hand, times of historical events are stated in terms of centuries or millenniums"
2228,the ages of stars and planet are often expressed in billions of years
2229,can you imagine the range of time intervals that we have to deal with
2230,"on the other hand, a tortoise can move only with a speed of about 8 cm/s"
2231,can you calculate how fast is the rocket compared with the tortoise
2232,all you have to do is to multiply the speed by time
2233,time taken = distance/speed boojho wants to know whether there is any device that measures the speed
2234,"motion and time other gases a pie chart showing composition of air x-axis and y-axis on a graph paper therefore, we shall use only the shaded part of the graph shown in"
2235,18 20 the motion of a car age (in year) s
2236,"similarly, mark the distance 1 km, 2 km … on the y-axis"
2237,"after 1 minute, the car has moved a distance of 1 km"
2238,§ join all the points on the graph as shown in
2239,this is the distance-time graph for the motion of the car
2240,"however, if the speed of the object keeps changing, the graph can be of any other shape"
2241,"motion and time distance-time graph of the bus generally, the choice of scales is not as simple as in the example given in fig"
2242,let us again consider the motion of the bus that took paheli and her friends to the picnic
2243,"one of the scales which meets the above conditions and can accommodate the data of table could be distance: 5 km = 1 cm, and time: 6 min = 1 cm can you now draw the distance-time graph for the motion of the bus"
2244,can you now help paheli to find the distance moved by the bus at 9:45 am
2245,can you also find the speed of the bus from its distance-time graph
2246,bar graph time period simple pendulum uniform motion non-uniform motion unit of time what you have learnt the distance moved by an object in a unit time is called its speed
2247,speed of objects help us to decide which one is moving faster than the the speed of an object is the distance travelled divided by the time taken to cover that distance
2248,periodic motion of a pendulum has been used to make clocks and watches
2249,motion of a horse pulling a cart on a straight road
2250,calculate the speed of the car in km/min during this time
2251,"if a distance of 100 metres is shown by 1 cm in these photographs, calculate the speed of the fastest car"
2252,shows the distance-time graph for the motion of two vehicles a and b
2253,distance-time graph for the motion of two cars which of the following distance-time graphs shows a truck moving with speed which is not constant
2254,motion and time extend learning — activities and projects you can make your own sundial and use it to mark the time of the day at your place
2255,first of all find the latitude of your city with the help of an atlas
2256,cut out a triangular piece of a cardboard such that its one angle is equal to the latitude of your place and the angle opposite to it is a right angle
2257,"fix this piece, called gnomon, vertically along a diameter of a circular board a shown in"
2258,one way to fix the gnomon could be to make a groove along a diameter on the circular board
2259,"next, select an open space, which receives sunlight for most of the day"
2260,"mark the position of the tip of the shadow of the gnomon on the circular board as early in the day as possible, say 8:00 am"
2261,mark the position of the tip of the shadow every hour throughout the day
2262,draw lines to connect each point marked by you with the centre of the base of the gnomon as shown in
2263,extend the lines on the circular board up to its periphery
2264,you can use this sundial to read the time of the day at your place
2265,remember that the gnomon should always be placed in the north-south direction as shown in
2266,collect information about time-measuring devices that were used in the ancient times in different parts of the world
2267,make a model of a sand clock which can measure a time interval of 2 minutes
2268,you can perform an interesting activity when you visit a park to ride a swing
2269,find its time period in the same way as you did for the pendulum
2270,make sure that there are no jerks in the motion of the swing
2271,"the time-keeping services in india are provided by the national physical laboratory, new delhi"
2272,the clock they use can measure time intervals with an accuracy of one-millionth of a second
2273,the most accurate clock in the world has been developed by the national institute of standards and technology in the u.s.a
2274,this clock will lose or gain one second after running for 20 million years
2275,we prefer to wear light coloured cotton clothes when it is hot
2276,how do we find out how hot or cold an object is
2277,in this chapter we shall try to seek answers to some of these questions
2278,"hot and cold in our day-to-day life, we come across a number of objects"
2279,put cold water in container a and hot water in container make sure that water is not so hot that you burn your hand feeling water in three containers b
2280,"boojho says,“my left hand tells me that the water in mug c is hot and the right hand tells me that the same water is cold"
2281,hold the thermometer in a clinical thermometer your hand and examine it carefully
2282,"if you do not have a thermometer, request a friend to share it with you"
2283,"a clinical thermometer consists of a long, narrow, uniform glass tube"
2284,"if you do not see the mercury thread, rotate the thermometer a bit till you see it"
2285,paheli told him that india has adopted the celsius scale and we should read that scale
2286,the other scale with the range 94–108 degrees is the fahrenheit scale (°f)
2287,§ ensure that before use the mercury level is below 35°c
2288,§ read the thermometer keeping the level of mercury along the line of sight
2289,"if it hits against some hard object, it can (see )"
2290,§ don’t hold the thermometer by the bulb while reading it
2291,suppose the bigger marks read one degree and there are five divisions between them
2292,let us try to assure paheli that there is nothing wrong with her
2293,"actually, what we call normal temperature is the average body temperature of a large number of healthy the clinical thermometer is designed to measure the temperature of human body only"
2294,he wanted to measure the temperature of hot milk using a clinical thermometer
2295,also avoid keeping the thermometer in the sun or near a flame
2296,the teacher will show you different types of thermometers are used for different purposes
2297,"a laboratory thermometer in addition to the precautions to be taken while reading a clinical thermometer, the laboratory thermometer § should be kept upright not tilted"
2298,"do you notice that as soon as you take the thermometer out of water, the level of mercury begins to fall"
2299,this means that the temperature must be read while the thermometer is in water
2300,measuring temperature of water with a laboratory thermometer note the reading
2301,boojho now understands why clinical thermometer cannot be used to measure high temperatures
2302,but still wonders whether a laboratory thermometer can be used to measure his body body temperature
2303,transfer of heat you might have observed that a frying pan becomes hot when kept on a flame
2304,"so you can understand that in both cases, the heat flows from a hotter object to a colder object"
2305,do you think that heat is flow of heat through a metal strip transferred from the end nearest to the flame to the other end
2306,the people living in the coastal areas experience an interesting phenomenon
2307,the cooler air from the sea rushes in towards the land to take its place
2308,"to receive the cooler sea breeze, the windows of the houses in coastal areas are made to face the sea"
2309,convection of heat in water and water from the sides moves down
2310,the air from the sides comes in to take its place
2311,keep one hand above the flame and one hand on the side of the flame
2312,keep your hands at a safe distance from the flame so that they do not get burnt
2313,why are you advised to use an umbrella when you go out in the sun
2314,in we often use electricity and fuels like coal and wood to keep our houses cool or warm
2315,"is it possible to construct buildings, that are not affected much by heat and cold outside"
2316,remember that there would be a layer of air in between the blankets
2317,you can feel the difference even by touching water in the two cans
2318,temperature is a measure of the degree of hotness of an object
2319,the range of these thermometers is usually from –10°c to 110°c
2320,the heat flows from a body at a higher temperature to a body at a lower temperature
2321,that is the reason we feel more comfortable in light-coloured clothes in the summer
2322,it is so because wool is a poor conductor of heat and it has air trapped in between the fibres
2323,state similarities and differences between the laboratory thermometer and the clinical thermometer
2324,fill in the blanks : the hotness of an object is determined by its
2325,no medium is required for transfer of heat by the process of a cold steel spoon is dipped in a cup of hot milk
2326,heat is transferred to its other end by the process of
2327,in places of hot climate it is advised that the outer walls of houses be painted white
2328,one litre of water at 30°c is mixed with one litre of water at 50°c
2329,not flow from iron ball to water or from water to iron ball
2330,a wooden spoon is dipped in a cup of ice cream
2331,the reason for this could be that copper bottom makes the pan more durable
2332,copper is a better conductor of heat than the stainless steel
2333,extended learning — activities and projects go to a doctor or your nearest health centre
2334,enquire: why she dips the thermometer in a liquid before use
2335,whether the body temperature can be measured by keeping the thermometer at some place other than the mouth
2336,whether the temperature of different parts of the body is the same or different
2337,discuss and find out the normal temperature of domestic animals and birds
2338,try to burn the paper with candle while rotating the iron rod continuously
2339,put a few crystals of potassium permanganate or pour a few drops of ink in one bottle
2340,cover the cold water bottle with a thick piece of paper such as a postcard
2341,press the postcard firmly with one hand and hold the bottle with the other hand
2342,invert the bottle and place it on top of the hot water bottle
2343,some of the newspaper clippings shown in clearly indicate this message
2344,write your observations in your notebook and discuss them in the class
2345,have you ever felt a shortage of water at home or at school
2346,"your parents or long queue for water collect clippings from newspapers and magazines on the news items, articles and pictures related to water shortage"
2347,paste them in your scrapbook and share it with your friends
2348,"however, most of this water is not fit for human consumption directly"
2349,the water earth appears blue from space that is fit for use is freshwater
2350,boojho wondered about the alarmingly small quantity of water available for our use
2351,paheli quickly calculated and found that this amount is roughly % of all water found on the earth
2352,"you know that when water circulates through the water cycle it can be found in all the three forms, i.e., solid, liquid and gas — at any given time somewhere on the earth"
2353,"the solid form, snow and ice, is present as ice caps at the poles of the earth, snow-covered mountains and glaciers"
2354,the gaseous form is the water vapour present in the air around us
2355,"the water is drawn from nearby lakes, rivers, ponds or wells"
2356,if they have also to spend time to fetch water it adds to their burden
2357,"a large number of people draw water from wells, tube wells or hand pumps"
2358,"the water table varies from women fetching water place to place, and it may even change at a given place"
2359,the water table may be at a depth of less than a metre or may be several metres below the ground
2360,enquire from the people working there how deep they have to dig
2361,"recall that a pukka floor does not allow water to seep in easily, while in a grass lawn water seeps through in no time"
2362,water used by most of the industries is drawn from the name some industries familiar to you
2363,even these systems may suffer from lack of water due to erratic rainfall
2364,"therefore, some regions in our country may have floods while others may suffer from droughts at the same time"
2365,the territorial waters of india extend into the sea to a distance of twelve nautical miles measured from the appropriate baseline
2366,the external boundaries and coastlines of india agree with the record/master copy certified by survey of india
2367,we waste water as though we do not need water the next time
2368,we have seen that most of the water that we get as rainfall just flows away
2369,a case study bhujpur in the kutch area of gujarat has a very erratic rainfall
2370,"in 1989, the villagers along with a non-governmental organisation, decided to harvest rainwater"
2371,eighteen check-dams were built on the rukmavati river and its many tributaries
2372,the water so collected increased percolation through the soil and recharged the aquifers
2373,"according to farmers, the wells have water now and the water that flowed into the sea and was wasted has become available for irrigation"
2374,just imagine the consequences if water is not available to plants
2375,there are a number of ways you can adopt to minimise the wastage of water
2376,the challenge of natural scarcity of water was met by a successful experiment
2377,“hamara jal – hamara jeevan” drip irrigation water harvesting water table what you have learnt water is essential for all living beings
2378,"though water is maintained by the water cycle, yet there is an acute scarcity of water in many parts of the globe"
2379,unnecessary use of water and overdrawing from groundwater should be avoided
2380,the need of the hour is that every individual uses water economically
2381,plants wilt and ultimately dry-up if they are not watered for a few days
2382,mark ‘t’ if the statement is true and ‘f’ if it is false: the freshwater stored in the ground is much more than that present in the rivers and lakes of the world
2383,water shortage is a problem faced only by people living in rural areas
2384,water from rivers is the only source for irrigation in the fields
2385,what could be the long term impact on the water table
2386,which one of the following is not responsbile for water shortage
2387,rapid growth of industries increasing population heavy rainfall mismanagement of water resources choose the correct option
2388,the total water in the lakes and rivers of the world remains constant
2389,survey the campus and make a note of the following: total number of taps number of taps leaking amount of water wasted due to leakage reasons of leakage corrective measures taken groundwater pumped out try to find out if there are any hand pumps in your neighbourhood
2390,"if possible, visit a place where boring is going on to install a hand pump"
2391,watch the process carefully and find out the depth of the water table at that place
2392,conservation of water create a logo carrry out a campaign to conserve water at home and in the school
2393,design posters to remind others of the importance of water resources
2394,hold a competition to create a logo or a symbol depicting water scarcity
2395,the importance of water management has been highlighted by a watershed management project near the village of kothapally
2396,"you also learnt that carbohydrates, proteins, fats, vitamins and minerals are components of food"
2397,"paheli wants to know why our body cannot make food from carbon dioxide, water and minerals like plants do"
2398,photosynthesis — food making process in plants leaves are the food factories of plants
2399,"the cell is enclosed by a thin outer boundary, called the cell membrane"
2400,boojho wants to know how water and minerals absorbed by roots reach the leaves
2401,"water and minerals are transported to the leaves by the vessels which run like pipes throughout the root, the stem, the branches and the leaves"
2402,"thus, sun is the ultimate source of energy for all living organisms"
2403,can you imagine life on earth in the absence of photosynthesis
2404,he wants to know whether these leaves also carry out photosynthesis
2405,keep one in the dark (or in a black box) for 72 hours and the other in sunlight
2406,soil has certain bacteria that convert gaseous nitrogen into a usable form and release it into the soil
2407,"also, you might have seen farmers adding fertilisers rich in nitrogen to the soil"
2408,other modes of nutrition in there are some plants which do not have chlorophyll
2409,do you see a yellow wiry branched structure twining around the stem and branches of a tree
2410,is it possible that such plants do not get all the required nutrients from the soil in which they grow
2411,"if the pitcher plant is green and carries out photosynthesis, then why does it feed on insects"
2412,"paheli wants to know whether mosquitoes, bed bugs, lice and leeches that suck our blood are also parasites"
2413,have you seen or heard of plants that can eat animals
2414,there are a few plants which can trap insects and digest them
2415,the apex of the leaf forms a lid which can open and close the mouth of the pitcher
2416,you may have also seen fluffy umbrella-like patches growing in moist soils or on rotting wood during the rainy season
2417,"packet of mushrooms, a mushroom growing on decayed material boojho wants to know how these organisms acquire nutrients"
2418,they are not like green plants as they lack chlorophyll and cannot make food by photosynthesis
2419,"fungi also grow on pickles, leather, clothes and other articles that are left in hot and humid weather for long time"
2420,"when they land on paheli is keen to know whether her beautiful shoes, which she wore on special occasions, were spoiled by fungi during the rainy season"
2421,she wants to know how fungi appear suddenly during the rainy boojho says once his grandfather told him that his wheat fields were spoiled by a fungus
2422,"paheli told him that many fungi like yeast and mushrooms are useful, but some fungi cause diseases in plants, animals including humans"
2423,these nutrients need to be added from time to time to enrich the soil
2424,"plants use simple chemical substances like carbon dioxide, water and minerals for the synthesis of food"
2425,complex chemical substances such as carbohydrates are the products of photosynthesis
2426,oxygen released in photosynthesis is utilised by living organisms for their survival
2427,they are a few plants and all animals are dependent on others for their nutrition and are called heterotrophs
2428,give a brief description of the process of synthesis of food in green plants
2429,show with the help of a sketch that plants are the ultimate source of fill in the blanks: their own food
2430,green plants are calledsince they synthesise the food synthesised by plants is stored as
2431,in photosynthesis solar energy is absorbed by the pigment called during photosynthesis plants take inand releasegas
2432,"name the following: a parasitic plant with yellow, slender and branched stem"
2433,nutrition in plants the product of photosynthesis is not a protein
2434,remove the strip and expose the covered part to the sunlight for 2–3 days and do the iodine test again
2435,experiment to test the occurrence of photosynthesis visit a green house if there is one near your place
2436,"find out how they regulate the amount of light, water and carbon dioxide to grow the plants"
2437,describe your experiment and you can read more on the following website: did you know
2438,light is so important to plants that their leaves grow in many patterns so as to absorb maximum sunlight.
2439,he was in a real hurry as he wanted to receive them at the bus-stop
2440,"even when we are eating, sleeping or reading we require energy"
2441,"in the cell, the food (glucose) is broken down into carbon dioxide and water using oxygen"
2442,we get relief from cramps after a hot water bath or a massage
2443,"as a result, the supply of oxygen to the muscle cells increases"
2444,how long were you able to keep both of them closed
2445,note down the time for which you could hold your breath
2446,"so, now you know that you cannot survive for long without breathing"
2447,"would holding breath boojho noticed that when he released his breath after holding it for some time, he had to breathe heavily"
2448,did you inhale the same number of times as you exhaled
2449,"from the nasal cavity, the air reaches our lungs through the windpipe"
2450,"a large, muscular sheet called diaphragm forms the floor of the chest cavity"
2451,breathing involves the movement of the diaphragm and the rib cage
2452,"during inhalation, ribs move up and outwards and diaphragm moves down"
2453,"during exhalation, ribs move down and inwards, while diaphragm moves up to its former position"
2454,"nasal passage oral cavity human respiratory system the air around us has various types of unwanted particles, such as smoke, dust, pollens, etc"
2455,"when we inhale, the particles get trapped in the hair present in our nasal cavity"
2456,"however, sometimes these particles may get past the hair in the nasal cavity"
2457,"this may irritate the lining of the cavity, as a result of which we sneeze"
2458,"sneezing expels these foreign particles from the inhaled air and a dust- free, clean air enters our body"
2459,"take care: when you sneeze, you should cover your nose so that the foreign particles you expel are not inhaled by other persons"
2460,we can understand the mechanism of breathing by a simple model
2461,make a hole in the lid so that the tube may pass through it
2462,to the forked end of the tube fix two deflated balloons
