,text
4692,"india mainly faced two challenges from 1964 to 1966 during lai bahadur shastri’s reign like ‘economic crisis’ due to indo-china war of 1962 and indo-pak war of 1965 and failed monsoons, droughts and food crisis which was symbolised as a famous slogan to resolve the issues like ‘jai jawan jai kisan’"
4693,the congress party faced the challenge of political succession for the second time after the death of lai bahadur shastri with an intense competition between morarji desai and indira gandhi to resolved through a secret ballot among congress mps
4694,indira gandhi defeated morarji desai and a peaceful transition of power was seen as a ‘sign of maturity of india’s democracy’
4695,the government of indira gandhi decided to devalue the indian rupee in order to check economic crisis of 1967
4696,"consequently, one us dollar could be purchased for less than rs 5 after devaluation which cost more than rs 7 to trigger a price rise and people protested against essential commodities price rise and unemployment"
4697,it was struggled even by socialist and communist parties for greater equality
4698,the congress party’s decision of devaluation gave birth to the concept of non-congressism with different programmes and ideologies to form anti-congress fronts
4699,"the fourth general election was held in 1967, not be in favour of congress"
4700,sahay in bihar were defeated alongwith majority lost in other states also for the very first time any non-congress party has secured majority including coalition government consisting of different non-congress parties which were termed as ‘political earthquake’
4701,the election of 1967 brought the phenomenon of coalitions which was formed together by joint legislature parties to be called svd i.e
4702,the svd in bihar included the two socialist parties-ssp and psp along with cpi on the left and jana sangh on the right
4703,"in punjab, it was called popular united front and comprised the two rival akali parties at that time"
4704,"immediately, after 1967, indira gandhi faced two challenges to build her independence from ‘syndicate’ and to regain ground which were lost in 1967 elections by congress"
4705,"and indira gandhi adopted a very bold strategy as she converted it into ideological struggle, launched a series of initiatives and got the congress working committee to adopt ‘ten point programme’ in 1967 including social control of banks, nationalisation of general insurance, ceiling on urban property and income, public distribution of food grains, land reforms etc"
4706,syndicate was the informal name given to a group of congress leader like k
4707,"sanjeeva reddy, atulya ghosh who were in control of party as organisation i.e"
4708,syndicate had a greater say in indira gandhi’s first council of ministers and in policy formulations and implementations
4709,"after split, congress (o) and indira led congress (r) formed which won the popularity after 1971"
4710,the formal split in congress (syndicate and indira gandhi) came into open in 1969 on nomination of candidate for president’s post
4711,"sanjeeva reddy), which formalised the split in congress into two separate parties i.e"
4712,organisation led by syndicate known as a ‘old congress’ and congress (r) i.e
4713,"everyone believed that real organisational strength was under command of congress (o), on the other hand, all major parties like ssp, psp, bharatiya jana sangh, swatantra party and bharatiya kranti dal also formed ‘grand alliance’ against indira gandhi with a common programme of‘indira hatao’"
4714,"in contrast to ‘indira hatao’, indira gandhi put forward a positive programme ‘garibi hatao’ to generate a support base among landless labourers, dalits, adivasis, minorities, women and unemployed youth as well as focused on growth of public sector, imposition of ceiling on rural land holdings and urban property and removal of disparity etc and succeeded to build an independent nationwide political support base during election contest of 1971"
4715,"indira gandhi did not revive old congress party but she re-invented the party by forming an entirely different popular party to accommodate some social groups, the poor, the women, the dalits, adivasis and the minorities"
4716,"thus, indira gandhi restored the congress system by changing the nature of congress system itself"
4717,"words that matter defection: an elected representative who leaves the party on whose symbol, he is elected and joins another party"
4718,non-congression: non-congress parties alongwith their different programmes and ideologies together to form anti-congress fronts
4719,"congress (o): congress led by syndicated also known as old congress, i.e"
4720,"congress (r): it was led by indira gandhi and known as new congress, i.e"
4721,"grand alliance: it was major electoral alliance formed by major parties like ssp, psp, bharatiya jana sangh, swatantra party and bharaitya kranti dal to form a united front"
4722,syndicate: a group of powerful and influential leaders from within the congress
4723,"ten point programme: adopted by indira gandhi in 1967 to regain ground for congress including social control of banks, land reforms etc"
4724,devaluation: to reduce the rate at which money can be exchanged for foreign money
4725,political earthquake: the electoral verdict of fourth general election in 1967 which jolted the congress at both the national and state levels
4726,we hope the given cbse class 12 political science notes chapter 14 challenges to and restoration of congress system will help you
4727,"if you have any query regarding ncert political science class 12 notes chapter 14 challenges to and restoration of congress system, drop a comment below and we will get back to you at the earliest"
4728,"globalisation means the flows of ideas, capital, commodities and people across different parts of the world"
4729,"it has political, economic and cultural manifestations and these must be adequately distinguished"
4730,"these flows can be ideas moving from one part of the world to another, commodities being traded across borders and so on"
4731,the crucial element is the worldwide inter connectedness which is created and sustained as a consequence of these constant flows
4732,"causes of globalisation one important aspect of globalisation is that even though it is not caused by any single factor, technology remains a critical element"
4733,"the ability of ideas, capital, commodities and people to move more easily from one part of the world to another has been made possible by technological advances"
4734,any event taking place in one part of the world could have an impact on another part of the world
4735,consequences of globalisation political consequences globalisation results in an erosion of state capacity i.e
4736,by reducing the ability of government to do what they want to do
4737,"it gives way to a more minimalist state that performs certain core functions such as the maintenance of law and order, and the security of its citizens"
4738,in place of the state the market becomes the prime determinant of economic and social priorities
4739,the primacy of the state continues to be unchallenged basis of political community
4740,"state capacity has received boost as a consequence of globalisation, with enhanced technologies available at the disnosal of the state to collect information about its citizens"
4741,"economic consequences in order to understand economic consequences of globalisation it is important to know that in economic globalisation involves many actors other than imf, wto"
4742,it involves greater economic flows among different countries of the world
4743,some of this is voluntary and some forced by international institutions and powerful countries
4744,globalisation has involved greater trade in commodities across the globe as it has reduced the imposing of restrictions on the imports of one country on another
4745,economic globalisation has created an intense division of opinion all over the world
4746,"according to some, economic globalisation is likely to benefit only a small section of the population"
4747,on the other hand advocates of economic globlisation argue that it generates greater economic growth and well-being for larger sections of the population
4748,cultural consequences the consequences of globalisation can also be seen on our culture too and thus it is not confirmed only to the sphere of politics and economy
4749,the process cultural globalisation poses a threat because it leads to the rise of a uniform culture or what is called cultural homogenisation
4750,cultural globalisation has both positive as well as negative effect on the world
4751,"while cultural homogenisation is an aspect of globalisation, the same process also generates precisely the opposite effect"
4752,"india and globalisation flows pertaining to the movement of capital, commodities, ideas and people go back several centuries in indian history"
4753,"during the british rule, india became an exporter of primary goods and raw materials and a consumer (importer) of finished goods"
4754,"after independence, india decided to be a self-sufficient country rather than being dependent on others"
4755,"in 1991, india embarked on a programme of economic reforms that has sought increasingly to de-regulate various sectors including trade and foreign investment"
4756,resistance to globalisation globlalisation has invited strong criticism all over the globe
4757,for some globalisation represents a particular phase of global capitalism that makes the rich richer and the poor poorer
4758,"culturally, they are worried that traditional culture will be harmed and people will lose their age-old values and ways"
4759,"it is important to note here that anti-globalisation movements too participate in global networks, allying with those who feel like them in other countries"
4760,"the world social forum (wsf) is a global platform bringing together human rights activists, environmentalists, labour, youth and women activists opposed to neo-liberal globalistion"
4761,india and resistance to globalisation resistance to globalisation in india has come from different quarters
4762,there have been left wing protests to economic liberalisation voiced through political parties as well as through some forums
4763,this has taken the forum of objecting particularly to various cultural influences
4764,globalisation is the integration of economy of a country in the process of free flow of trade and capital
4765,"globalisation increases the volume of trade in goods and services, inflows private foreign capital, increases foreign direct investment, creates new jobs, strengthens domestic economies, improves productive efficiency and healthy competition"
4766,"globalisation may have negative impacts also as it failed to generate sufficient employment, modern methods of cultivation are not acquainted to less educated persons, it creates income inequality and exploits natural resources and labour force"
4767,"the globalisation is the result of historical factors, technological innovations, liberalisation of foreign trade and investment policies, and opening of multinational companies"
4768,"globalisation consequences may be political, economical and cultural, politically stunts’ capacity has received a boost with enhanced technologies to collect information about its citizens"
4769,"economic flows in various forums, like commodity, capital, people and ideas prompts rich countries to invest their money in countries other than their own"
4770,it also draws attention towards the role of jmf and wto in determining economic policies across the world
4771,cultural globalisation emerges and enlarges our choices and modify our culture without overwhelming the traditional norms i.e
4772,"globalisation has been criticised on political, economic and cultural grounds i.e"
4773,economically it has made the rich richer and the poor poorer creating disparities
4774,culturally there has been harmed traditions and lost age old values and ways
4775,"in india, globalisation has led to setting up of foreign companies as india realised the need for relating the indian economy with the world by responding to 1991 financial crisis"
4776,"liberalisation proclaims freedom of trade and investment, controls allocation of resources in domestic economy, rapid technological progress whereas privatisation allows private sector and other foreign companies to produce goods and services"
4777,resistance to globalisation in india has come from different quarters i.e
4778,"left wing protests to economic liberalisation, trade unions of industrial workforce organised protest against multinationals, the patents, resistance from political right i.e"
4779,"channels, celebration of valentine’s day and westernisation of dress of girls students in schools and colleges"
4780,environmental movements are the movements of groups which are environmentally conscious to challenge environmental degradation at national or international level aiming at raising new ideas and long term vision i.e
4781,"environmental movements are categorised as forest movements, movements against mining and mineral industry for creating water pollution and anti dam movement"
4782,"‘resources geopolitics’ is all about who gets what, when, where and how"
4783,"the practices of neo-colonialism spread on a large scale and throughout a cold war, industrialised countries adopted methods to ensure a steady flow of resources by deployment of military forces near exploitation sites and sea-lanes of communications, the stock pilling of strategic resources and efforts to prop up friendly governments"
4784,the global economy relied on oil as a portable and essential fuel
4785,the history of petroleum is the history of war and struggle
4786,regional variations and increasing scaring of freshwater may also lead to conflicts in the world to play politics
4787,"indigenous people bring the issues of environment, resources and politics together"
4788,"indigenous people live with their social, economic, cultural customs in particular areas who speak of their struggle, agenda, and rights to have equal status i.e"
4789,"island states in oceanic region, central and south america, africa, india and south east asia"
4790,the issues related to rights of indigenous communities have been neglected in domestic and international politics for long
4791,the world council of indigenous people was formed in 1975 which became first of 11 indigenous ngos to receive consultative status in the un
4792,words that matter globalisation: it signifies integration of an economy with the economies of other countries under the process of free flow of trade and capital
4793,"world social forum: a global platform to bring together a wide coalition of human rights activists, environmentalists and women activists"
4794,privatisation: it allows private sector companies to produce goods and services in a country
4795,liberalisation: it signifies relaxation of government rules and regulations relating to activities in sendee and industrial sector
4796,cultural hetrogenisation: it signifies cultural differences and distinctive nature of cultures to be generated by globalisation
4797,we hope the given cbse class 12 political science notes chapter 9 globalisation will help you
4798,"if you have any query regarding ncert political science class 12 notes chapter 9 globalisation, drop a comment below and we will get back to you at the earliest"
4799,"in post independence period, india faced many challenges to make a strong foreign policy"
4800,india shaped its foreign relations with an aim to respect the sovereignty of all other nations and to achieve security through the maintenance of peace
4801,"in post second world war period, world politics led to the division of countries of the world into two clear camps-one under the united states and other under the soviet union"
4802,"the policy of non-alignment the cold war era marked the political, economic and military confrontation at the global level between the two blocs led by the superpowers, the us and the ussr"
4803,along with this in other prevailing world politics indian leadership was in the direction to pursue its national interests with these international context
4804,"the three major objectives of nehru’s foreign policy were to preserve the hard-earned sovereignty, protect territorial integrity and promote rapid economic development"
4805,"despite the fact that many leaders from india, wanted india to follow a pro-us foreign policy; nehru wished to achieve his objectives of foreign policy through the strategy of non-alignment"
4806,distance from two camps india wanted to keep away from the military alliances led by us and soviet union against each other
4807,the us was not happy about india’s independent initiatives the policy of non-alignment
4808,during 1950s india took an independent stand on various international issues and could get aid and assistance from members of both power blocs
4809,india’s independent stand and her growing relations with ussr hurt the sentiments of usa
4810,"therefore, there was a considerable unease in indo-us relations during 1950s"
4811,afro-asian unity nehru era marked the establishment of contacts between india and other newly independent states in asia and africa
4812,"under the leadership of nehru, india convened the asian relations conference in march 1947"
4813,"india supported the process of decolonisation and opposed racism, especially apartheid in south africa"
4814,the afro-asian conference held in the indonesian city of bandung in 1955 which is known as bandung conference and marked the establishment of the nam
4815,the first summit of the nam was held in belgrade in september 1961
4816,peace and conflict with china independent india began its relationship with china on a friendly note as india was one of the first countries to recognise the communist government
4817,"some of nehru’s colleagues like vallabhbhai patel, were worried about possible chinese aggression in future but nehru thought it was exceedingly unlikely that india will face an attack from china"
4818,"paonchsheel (the five principles of peaceful co-existence) agreement signed between indian prime minister nehru and the chinese premier zhou enlai on 29th april, 1954 was a step in the direction of stronger relationship between two"
4819,"tibet tibet, a plateau of the central asian region, is one of the major issues that historically caused tension between india and china"
4820,after the panchsheel agreement of 1954 india conceded china’s claim over tibet
4821,"in 1959, the tibetan spiritual leader dalai lama was given asylum (refuge) by india which worsened the relations between both countries"
4822,"the chinese invasion, 1962 china annexed tibet in 1950 and removed historical buffer between two countries"
4823,china claimed two areas within the indian territory: askai-chin area in the ladakh region of jammu and kashmir and state of arunachal pradesh in north eastern frontier agency (nefa)
4824,china launched a swift and massive invasion in october 1962 on both the disputed areas
4825,the sino-indian conflict and the growing rift between china and the soviet union created irreconcilable differences within the communist party of india (cpi)
4826,the pro-ussr faction remained within the cpi and moved towards closer ties with the congress
4827,wars and peace with pakistan the conflict started with pakistan just after independence over the dispute on kashmir
4828,the india-pakistan indus waters treaty was signed by nehru and general ayub khan in 1960 which has worked well despite all ups and downs in the indo-pak relations
4829,"in april 1965, pakistan launched armed attacks in the rann of kutch area of gujarat which was followed by a bigger offensive in jammu and kashmir in august-september"
4830,"indian prime minister lai bahadur shastri and pakistan’s general ayub khan signed the tashkent agreement, brokered by the soviet union, in january 1966"
4831,"bangladesh war, 1971 in a dramatic internal politics during 1970 the east and west pakistani rulers were not willing to accept the democratic verdict"
4832,"throughout 1971, india had to bear the burden of about 80 lakh refugees who moved to east pakistan and took shelter in the neighbouring areas in india"
4833,"after months of diplomatic tension and military build-up, a full-scale war between india and pakistan broke out in december 1971"
4834,"on 3rd july, 1972 the shimla agreement was singned between indira gandhi and zulfikar ali bhutto"
4835,india’s nuclear policy the first nuclear explosion undertaken by india in may 1974
4836,in india nuclear programme was initiated in the late 1940s under the guidance of homi j
4837,nehru was against nuclear weapons and india wanted to generate atomic energy for peaceful purposes
4838,the five permanent members of the un security council-tried to impose the nuclear non-proliferation treaty (npt) of 1968 on the rest of the world
4839,india always considered the npt as discriminatory and had refused to sign it
4840,"india conducted a series of nuclear tests in may 1998, demonstrating its capacity to use nuclear energy for military purposes"
4841,"immediately after independence, india faced the twin challenges of welfare and democracy"
4842,"moreover, india started participating in the world affairs as an independent nation state with the overall context like the legacy of many international disputes left by the british, pressures created by partition and poverty alleviation"
4843,"india was born in the backdrop of world war, hence it decided to conduct foreign relations with an aim to respect the sovereignty of other nations to achieve security through maintenance of peace"
4844,"for this, india laid down directive principles of state policy in the article 51 of indian constitution"
4845,the foreign policy of a nation is the interplay of domestic and external factors
4846,"nehru was the ‘chief architect of india’s foreign policy’ with the objectives of preserving sovereignty of india, protection of territorial integrity and promotion of rapid economic development"
4847,hence india adopted nam to stay away from any military blocs
4848,"nehru’s era established the contacts between india and states in asia and africa by convening conferences on asian relations (march 1947), indonesia’s freedom struggle (1949), decolonisation process, and engaged herself in bandung conference in 1955 .with the newly independent asian and african nations"
4849,"panchsheel, the five principles of peaceful co-existance (29 april 1954) between india and china was a stronger step towards friendship and relations"
4850,india advocated china’s new government as a communist even in the un after chinese revolution in 1949 to ahead a friendly step
4851,india and china began to conflict on annexation of tibet by china and suppressed tibetan culture also
4852,"china claimed aksai chin area and nefa within the indian territory, which differences could not be resolved despite correspondence and discussions and led india to indulge in conflict"
4853,india and pakistan conflicted on initiative of pakistan’s serious armed conflict over kashmir issue in 1965
4854,the un intervened and made the both to sign tashkent agreement in 1966 to relieve the situation
4855,india’s foreign policy reflects her desire to be an important regional power which reflected during bangladesh war 1971 when there were clashes between east and west pakistan and india supported freedom struggle in bangladesh and declared unilateral ceasefire with the surrender of pakistan
4856,india and pakistan signed shimla agreement on 3rd july 1972 to formalise the return of peace
4857,india’s nuclear policy advocates no first use and reiterates india’s commitment to global verifiable on non-discriminatory nuclear disarmament leading to nuclear weapons free world
4858,"nehru was against nuclear weapons, so he placed nuclear disarmament and considered npt as discriminatory and india has always been committed to use these weapons for peaceful purposes"
4859,words that matter non-alignment: a policy not to join any military alliances created due to cold war
4860,foreign policy: it is an interplay of domestic and external factors of a nation
4861,panchsheel: five principles of peaceful co-existence to be signed in 1954 between india and china
4862,bandung conference: an afro-asian conference in bandung in 1955 to establish nam and india’s engagement with asian and african nations
4863,nefa: north-eastern frontier agency known much of the state of arunachal pradesh in 1960s
4864,we hope the given cbse class 12 political science notes chapter 13 india’s external relations will help you
4865,"if you have any query regarding ncert political science class 12 notes chapter 13 india’s external relations, drop a comment below and we will get back to you at the earliest"
4866,the nature of popular movements can be simple as well as complex
4867,from time to time many popular movements took place for protest
4868,party based movements keep close association with political parties and follow their objectives and ideologies
4869,non-party movements do not keep association with any political parties and independent from specific ideologies
4870,some popular movements some of the popular movements are discussed below chipko movement chipko movement was an environmental movement to prevent cutting down of trees
4871,it demanded that local communities should have control over their natural resources
4872,the movement began in some villages of uttarakhand in early 1973 when the forest department refused permission to the villagers to fell ash trees for making agricultural tools
4873,issues of ecological and economic exploitation of the region were raised
4874,women’s active participation was the most novel aspect of the movement
4875,movements of dalit panthers dalit panthers was a militant organisation of the dalit youth which was formed in maharashtra in 1972
4876,their activities were mostly centred around fighting against increased atrocities on dalits in various parts of the state
4877,the larger ideological agenda of the panthers was to destroy the caste system and to build an organisation of all oppressed sections
4878,"in the post-emergency period, dalit panthers got involved in electoral compromises, it also underwent many splits, which led to its decline"
4879,growth of bhartiya kisan union (bku] bku was an organisation of farmers from western uttar pradesh and haryana regions
4880,"the bku demanded higher government floor prices for sugarcane and wheat, abolition of restrictions on the inter-state movement of farm produce, guaranteed supply of electricity at reasonable rates"
4881,"their activities to pressurise the government to accept their demands include-rallies, demonstrations, and jail bharo"
4882,"until the early nineties, the bku distanced itself from all political parties"
4883,"unlike most of the indian farmers who engage in agriculture for subsistence, members of the bku grew cash crops for the market"
4884,like bku other organisation of farmers were shetkari sanghatana of maharashtra and rayata sangha of karnataka
4885,anti-arrack movement this movement in andhra pradesh was a spontaneous mobilisation of women demanding a ban on the sale of alcohol in their neighbourhoods
4886,"in the early 1990s, the women of dubagunta in nellore district of andhra pradesh had enrolled in the adult literacy drive on a large scale"
4887,it is during the discussion in the class that women complained of increased consumption of a locally brewed alcohol-arrack-by men in their families
4888,"the simple demand to ban arrack touched upon larger social, economic and political issues of the region that affected women’s life"
4889,narmada bachao andolan this movement was against displacement caused by huge development projects
4890,"sardar sarovar project it was an ambitious developmental project, launched in the narmada valley of central india in early eighties"
4891,"numerous big and small dams was to be constructed on the narmada and its tributaries which were concerned with three states-madhya pradesh, gujarat, and maharashtra"
4892,it was around 1988-89 that the issues crystallised under the banner of the nba-a loose collective of all voluntary organisations
4893,the movement demanded that there should be a cost-benefit analysis of major developmental projects including social costs
4894,"the social costs included forced resettlement of the project-affected people, a serious loss of their means of livelihood and culture and depletion of ecological resources"
4895,many considerations led the nba to shift from its initial demand for rehabilitation to its position of total opposition to the dam
4896,narmada bachao aandolan continued a sustained agitation for more than twenty years
4897,it use every available democratic strategy to put forward its demands
4898,lessons from popular movements popular movements helps us to understand better the nature of democratic politics
4899,popular movements ensured effective representation of diverse groups and their demands
4900,popular movements suggested new forms of active participation and thus broadened the idea of participation in india democracy
4901,"movement for right to information the movement started in 1990, when a mass based organisation called the mazdoor kisan shakti sangathan (mkss) in rajasthan took the initiative in demanding records of famine relief work and accounts of labourers"
4902,"in 1994 and 1996, the mkss organised jan sunwais or public hearings, where the administration was asked to explain its stand in public"
4903,in 1996 mkss formed national council for people’s right to information in delhi to raise rti to the status of a national campaign
4904,"in 2002, a weak freedom of information act was legislated but never came into force"
4905,in 2004 rti bill was tabled and received presidential assent in june 2005
4906,"a protest against commercial logging to be permitted by the government, began a world famous environmental movement i.e"
4907,chipko movement by both men and women on refusal of permission to villagers to fell ash trees for agricultural tools and allotted the same land to sports manufacturer
4908,it included a novel aspect in the form of active participation of women with the agenda of social issues
4909,"on dissatisfaction with the attitude of the government, people come together and raise voice to fulfil their demands"
4910,"party based movements are supported by political parties (trade union movement in kolkata, kanpur, bombay etc.) and non-party based movements are based on the loss of faith in existing democratic institutions or electoral politics (students and youth from different sections merge themselves)"
4911,"non-party movements emerged due to disillusions among many sections of society, failure of janata experiment, a gulf between urban industrial sector, political instability, existence of social inequality and sense of injustice"
4912,dalit panthers was a militant organisation of dalit youth to be formed in 1972 in maharashtra
4913,"dalit panthers addressed the issues to fight against caste-based inequalities, demanded effective implementation of reservations and social justice by restoring a mass action in various states"
4914,bharatiya kisan union was one of leading farmers movement in the form of agrarian struggle of farmers against process of liberalisation of indian economy
4915,"the bku demanded higher government floor prices, abolition of restrictions, guaranteed supply of electricity and the provision of a government pension to farmers"
4916,"the anti-arrack movement was started by rural women in the state of andhra pradesh against alcoholism, mafias by a mobilisation of women to ban on the sale of alcohol"
4917,"this movement openly discussed the issues of domestic violence like dowry, sexual violence etc"
4918,narmada bachao andolan was a loose collective local organisation’s movement to save river narmada
4919,it opposed the construction of multipurpose dam known as narmada sagar project questioned ongoing developmental projects also
4920,nba was shifted from its initial demand for rehabilitation to total opposition to the dam
4921,the movements are not only about rallies or protests but these involve a gradual process of coming together by making people aware of their rights and expectations to contribute in the expansion of democracy rather than causing disruptions
4922,the movement for right to information started in 1990 on demand of records of famine relief work and accounts of labourers by mazdoor kisan shakti sanghthan (mkss)
4923,words that matter party-based movements: these movements are supported by political parties but activists do not participate in elections formally
4924,non-party based movements: these movements involve a mass-mobilisation which remain outside party politics
4925,"mkss: it was mazdoor kisan shakti sangathan which demanded records of famine, relief work and accounts of labourers"
4926,dalit panthers: a militant organisation of dalit youth formed in 1972 in maharashtra against caste based inequalities and social injustice
4927,we hope the given cbse class 12 political science notes chapter 16 rise of popular movements will help you
4928,"if you have any query regarding ncert political science class 12 notes chapter 16 rise of popular movements, drop a comment below and we will get back to you at the earliest"
4929,india’s vast size and low literacy rate etc were some of challenges to hold general elections in 1952
4930,changing methods of voting in the first general election it was decided to place inside each polling booth a box for each candidate with the election symbol of that candidate
4931,by 2004 the entire country had shifted to the electronic voting machine (evm)
4932,first three general elections the congress dominated in the first three general elections
4933,"it had many popular faces like jawaharlal nehru, c rajagopalachari, vallabhbhai patel etc"
4934,congress worked at upper level as well as at grass root level
4935,congress was popularised due to the participation in civil disobedience movement
4936,"in kerala, in 1957 the communist party came to power in the world for the first time through democratic elections"
4937,this was the first state where non-congress government was formed after independence
4938,nature of congress dominance the dominance of congress party was in democratic condition
4939,the roots of extraordinary success of the congress party go back to the legacy of the freedom struggle
4940,"the congress brought together diverse groups, whose interests were often contradictory"
4941,"by the time of independence, the congress was transformed into a rainbow-like social coalition broadly representing india’s diversity in terms of classes and castes, religions and languages and various interests"
4942,tolerance and management of factions groups within party with diverse ideologies are called factions
4943,some of these factions were based on ideological considerations but very often these factions were rooted in personal ambitions and rivalries
4944,the coalition nature of the congress party tolerated and in fact encouraged various factions
4945,emergence of opposition parties the roots of almost all the non-congress parties of today can be traced to one or the other of the opposition parties of the 1950s
4946,these opposition parties offered a sustained and often principled criticism of the policies and practices of the congress party
4947,this kept the ruling party under check and often changed the balance of power within the congress
4948,socialist party the congress socialist party (csp) was formed within the congress in 1934 by a group of young leaders who wanted a more radical and egalitarian congress
4949,"in 1948, the congress amended its constitution to prevent its members from having a dual party membership"
4950,this forced the socialists to form a separate socialist party in 1948
4951,they criticised the congress for favouring capitalists and landlords and for ignoring the workers and peasants
4952,the communist party of india (cpi] in the early 1920s communist groups emerged in different parts of india taking inspiration from the bolshevik revolution in russia
4953,in 1951 the communist party abandoned the path of violent revolution and decided to participate in the approaching general elections
4954,"ak gopalan, sa dange, ems namboodripad; pc joshi, ajay ghosh and p sundarraya were among the notable leaders of the cpi"
4955,bhartiya jana sangh [bjs] the bhartiya jana sangh was formed in 1951 with shyama prasad mukherjee as its founder president
4956,"it emphasised the idea of one country, one culture and one nation and believed that the country could become modem, progressive and strong on the basis of indian culture and traditions"
4957,"the party was critical of the development strategy of state intervention in the economy, centralised planning, nationalisation and the public sector"
4958,"after independence, our leaders became conscious of critical role of politics in a democracy as they wanted to run politics as a method to sort out problems as well as to decide and pursue the public interest"
4959,"consequently, the election commission of india came into existence in january 1950, sukumar sen became first chief election commissioner of india to hold elections in the country"
4960,"this commission required the drawing of the boundaries of electoral constituencies, electoral roll consisting eligible voters to hold free and fair elections"
4961,"the first general election of india became a landmark due to its competitiveness, encouraging participation, fair results and proved its critics wrong not to hold elections in conditions of poverty"
4962,in the 1952 election congress party scored a big victory but it was not in power in the states like travancore—cochin i.e
4963,"congress dominated in india due to identification with freedom struggle, popular appeal of charismatic leaders, a broad manifesto including every section of society and consensus building role of party"
4964,hume in 1885 as a view to express the feelings of discontentment changed to a political party in the form of social and ideological coalition by accommodating different social groups and individuals holding different beliefs and ideologies
4965,"even in pre-independence days, many organisation and parties with their own constitutions and organisational structures were allowed to exist within the congress"
4966,the coalition nature of the congress party encouraged various factions which were based on either ideological considerations or personal ambitions or rivalries
4967,"before the first general election of 1952, some of the vibrant and opposite parties came into existence which gained as a token of representation only to maintain democratic character"
4968,"these parties kept ruling party under check, prevented resentment, groomed leaders, alongwith a mutual respect and among congress leaders as well as opposition parties leaders"
4969,"the origin of the socialist party can be traced back to the mass movement stage of the indian national congress which was formed in 1934 by acharya narendra dev and later on, it was separated to form socialist party in 1948 with ideology of democratic socialism and criticised capitalism"
4970,in the early 1920s communist groups emerged in different parts of india having a belief of communism
4971,"the communist party of india was primarily secular, modem and authoritarian"
4972,"the bharatiya jana sangh wtas formed in 1951 by shyama prasad mukherjee with the ideology of one country, one culture and one nation and called for a reunion of india and pakistan in akhand bharat"
4973,swatantra party was formed in august 1959 after the nagpur resolution of the congress which called for land ceilings
4974,its ideology emphasised on the free economy and less involvement of government in controlling the economy and advocated closer relations with the usa
4975,"words that matter electronic voting machine (evm): it is a voting machine to record voters’ performances on electric device, used through election processes"
4976,first past the post system: this is the simple majority system in which the candidate gets the maximum amount of votes is declared as elected
4977,ideological oriented party: it is the party in which policies and decisions are formulated under ideological considerations
4978,interest-oriented party: this party protects particular interests and promotes the same also i.e
4979,charismatic leader oriented party: it is the party in which leader holds a very strong position and is the nucleus of the party
4980,we hope the given cbse class 12 political science notes chapter 11 era of one-party dominance will help you
4981,"if you have any query regarding ncert political science class 12 notes chapter 11 era of one-party dominance, drop a comment below and we will get back to you at the earliest"
4982,(b) inflationary gap is the gap showing excess of current aggregate demand over ‘aggregate supply at the level of full employment’
4983,it is called inflationary because it leads to inflation (continuous rise in prices)
4984,"let us suppose that an imaginary economy by employing all its available resources can produce 10,000 quintals of rice"
4985,"if aggregate demand of rice is say 12,000 quintals, this demand will be called an excess demand, because aggregate supply at level of full employment of resources is only 10,000 quintals and the result of the gap of 2000 quintals will be called as inflationary gap"
4986,"in the above diagram inflationary gap is ab because at full employment y*, aggregate demand (by*) is greater than aggregate supply(ay*)"
4987,(b) increase in private investment demand because of rise in credit facilities
4988,"impacts or effects of excess demand on price, output, employment: (a) effect on general price level: excess demand gives a rise to general price level because it arises when aggregate demand is more than aggregate supply at a full employment level"
4989,(b) effect on output: excess demand has no effect on the level of output
4990,economy is at full employment level and there is no idle capacity in the economy
4991,(c) effect on employment: there will be no change in thq
4992,"the economy is already operating at full employment equilibrium, and hence, there is no unemployment"
4993,measures to control the excess demand: we can control the excess demand with the help of the following policy: (a) monetary policy (b) fiscal policy let us discuss it in detail: (a) monetary policy: monetary policy is the policy of the central bank of a countiy to control money supply and availability of credit in the economy
4994,the central bank can take the following steps: (i) quantitative instruments or general tools of monetary policy: these are the instruments of monetary policy that affect overall supply of money/credit in the economy
4995,these instruments do not direct or restrict the flow of credit to some specific sectors of the economy
4996,they are as under • bank rate or discount rate (increase in bank rate) -> bank rate is the rate of interest at which central bank lends to commercial banks without any collateral (security for purpose of loan)
4997,"the thing, which has to be remembered, is that central bank lends to commercial banks and not to general public"
4998,-> in a situation of excess demand leading to inflation -> central bank raises bank rate that discourages commercial banks in borrowing from central bank as it will increase the cost of borrowing of commercial bank
4999,"❖ it forces the commercial banks to increase their lending rates, which discourages borrowers from taking loans, which discourages investment"
5000,❖ again high rate of interest induces households to increase their savings by restricting expenditure on consumption
5001,"❖ thus, expenditure on investment and consumption is reduced, which will control the excess demand"
5002,• repo rate (increase in repo rate): -> repo rate is the rate at which commercial banks borrow money from the central bank for short period by selling their financial securities to the central bank
5003,-> these securities are pledged as a security for the loans
5004,-> it is called repurchase rate as this involves commercial bank selling securities to rbi to borrow the money with an agreement to repurchase them at a later date and at a predetermined price
5005,-> in a situation of excess demand leading to inflation ❖ central bank raises repo rate that discourages commercial banks in borrowing from central bank as it will increase the cost of borrowing of commercial bank
