,text
391,"In this module, we will learn about work and energy associated with rotational motion. Figure 10.14 shows a worker using an electric grindstone propelled by a motor. Sparks are flying, and noise and vibration are created as layers of steel are pared from the pole. The stone continues to turn even after the motor is turned off, but it is eventually brought to a stop by friction. Clearly, the motor had to work to get the stone spinning. This work went into heat, light, sound, vibration, and considerable rotational kinetic energy."
392,"What is the difference between distance and displacement? Whereas displacement is defined by both direction and magnitude, distance is defined only by magnitude. Displacement is an example of a vector quantity. Distance is an example of a scalar quantity. A vector is any quantity with both magnitude and direction. Other examples of vectors include a velocity of 90 km/h east and a force of 500 newtons straight down."
393,"In order to describe the direction of a vector quantity, you must designate a coordinate system within the reference frame. For one-dimensional motion, this is a simple coordinate system consisting of a one-dimensional coordinate line. In general, when describing horizontal motion, motion to the right is usually considered positive, and motion to the left is considered negative. With vertical motion, motion up is usually positive and motion down is negative. In some cases, however, as with the jet in Figure 2.6, it can be more convenient to switch the positive and negative directions. For example, if you are analyzing the motion of falling objects, it can be useful to define downwards as the positive direction. If people in a race are running to the left, it is useful to define left as the positive direction. It does not matter as long as the system is clear and consistent. Once you assign a positive direction and start solving a problem, you cannot change it."
394,"A person's speed can stay the same as he or she rounds a corner and changes direction. Given this information, is speed a scalar or a vector quantity? Explain."
395,"Speed is a scalar quantity. It does not change at all with direction changes; therefore, it has magnitude only. If it were a vector quantity, it would change as direction changes (even if its magnitude remained constant)."
396,"A fundamental tenet of physics is that information about an event can be gathered from a variety of reference frames. For example, imagine that you are a passenger walking toward the front of a bus. As you walk, your motion is observed by a fellow bus passenger and by an observer standing on the sidewalk."
397,"Both the bus passenger and sidewalk observer will be able to collect information about you. They can determine how far you moved and how much time it took you to do so. However, while you moved at a consistent pace, both observers will get different results. To the passenger sitting on the bus, you moved forward at what one would consider a normal pace, something similar to how quickly you would walk outside on a sunny day. To the sidewalk observer though, you will have moved much quicker. Because the bus is also moving forward, the distance you move forward against the sidewalk each second increases, and the sidewalk observer must conclude that you are moving at a greater pace."
398,"To show that you understand this concept, you will need to create an event and think of a way to view this event from two different frames of reference. In order to ensure that the event is being observed simultaneously from both frames, you will need an assistant to help out. An example of a possible event is to have a friend ride on a skateboard while tossing a ball. How will your friend observe the ball toss, and how will those observations be different from your own?"
399,"Your task is to describe your event and the observations of your event from both frames of reference. Answer the following questions below to demonstrate your understanding. For assistance, you can review the information given in the ‘Position' paragraph at the start of Section 2.1."
400,The information presented in this section supports the following AP® learning objectives and science practices:
401,"The average velocity of an object does not tell us anything about what happens to it between the starting point and ending point, however. For example, we cannot tell from average velocity whether the airplane passenger stops momentarily or backs up before he goes to the back of the plane. To get more details, we must consider smaller segments of the trip over smaller time intervals."
402,"Translational kinetic energy was defined in Uniform Circular Motion and Gravitation. Entering the given values of mass and velocity, we obtain"
403,"In everyday language, most people use the terms “speed” and “velocity” interchangeably. In physics, however, they do not have the same meaning and they are distinct concepts. One major difference is that speed has no direction. Thus speed is a scalar. Just as we need to distinguish between instantaneous velocity and average velocity, we also need to distinguish between instantaneous speed and average speed."
404,"Instantaneous speed is the magnitude of instantaneous velocity. For example, suppose the airplane passenger at one instant had an instantaneous velocity of −3.0 m/s (the minus meaning toward the rear of the plane). At that same time his instantaneous speed was 3.0 m/s. Or suppose that at one time during a shopping trip your instantaneous velocity is 40 km/h due north. Your instantaneous speed at that instant would be 40 km/h—the same magnitude but without a direction. Average speed, however, is very different from average velocity. Average speed is the distance traveled divided by elapsed time."
405,"We have noted that distance traveled can be greater than displacement. So average speed can be greater than average velocity, which is displacement divided by time. For example, if you drive to a store and return home in half an hour, and your car's odometer shows the total distance traveled was 6 km, then your average speed was 12 km/h. Your average velocity, however, was zero, because your displacement for the round trip is zero. (Displacement is change in position and, thus, is zero for a round trip.) Thus average speed is not simply the magnitude of average velocity."
406,"Another way of visualizing the motion of an object is to use a graph. A plot of position or of velocity as a function of time can be very useful. For example, for this trip to the store, the position, velocity, and speed-vs.-time graphs are displayed in Figure 2.11. (Note that these graphs depict a very simplified model of the trip. We are assuming that speed is constant during the trip, which is unrealistic given that we'll probably stop at the store. But for simplicity's sake, we will model it with no stops or changes in speed. We are also assuming that the route between the store and the house is a perfectly straight line.)"
407,"If you have spent much time driving, you probably have a good sense of speeds between about 10 and 70 miles per hour. But what are these in meters per second? What do we mean when we say that something is moving at 10 m/s? To get a better sense of what these values really mean, do some observations and calculations on your own:"
408,"A commuter train travels from Baltimore to Washington, DC, and back in 1 hour and 45 minutes. The distance between the two stations is approximately 40 miles. What is (a) the average velocity of the train, and (b) the average speed of the train in m/s?"
409,"(b) The average speed of the train is calculated below. Note that the train travels 40 miles one way and 40 miles back, for a total distance of 80 miles."
410,"There is more to motion than distance and displacement. Questions such as, “How long does a foot race take?” and “What was the runner's speed?” cannot be answered without an understanding of other concepts. In this section we add definitions of time, velocity, and speed to expand our description of motion."
411,"As discussed in Physical Quantities and Units, the most fundamental physical quantities are defined by how they are measured. This is the case with time. Every measurement of time involves measuring a change in some physical quantity. It may be a number on a digital clock, a heartbeat, or the position of the Sun in the sky. In physics, the definition of time is simple—time is change, or the interval over which change occurs. It is impossible to know that time has passed unless something changes."
412,"The amount of time or change is calibrated by comparison with a standard. The SI unit for time is the second, abbreviated s. We might, for example, observe that a certain pendulum makes one full swing every 0.75 s. We could then use the pendulum to measure time by counting its swings or, of course, by connecting the pendulum to a clock mechanism that registers time on a dial. This allows us to not only measure the amount of time, but also to determine a sequence of events."
413,"To compare kinetic energies, we take the ratio of translational kinetic energy to rotational kinetic energy. This ratio is"
414,"Your notion of velocity is probably the same as its scientific definition. You know that if you have a large displacement in a small amount of time you have a large velocity, and that velocity has units of distance divided by time, such as miles per hour or kilometers per hour."
415,"Notice that this definition indicates that velocity is a vector because displacement is a vector. It has both magnitude and direction. The SI unit for velocity is meters per second or m/s, but many other units, such as km/h, mi/h (also written as mph), and cm/s, are in common use. Suppose, for example, an airplane passenger took 5 seconds to move −4 m (the minus sign indicates that displacement is toward the back of the plane). His average velocity would be"
416,The minus sign indicates the average velocity is also toward the rear of the plane.
417,The information presented in this section supports the following AP® learning objectives and science practices:
418,"Because the car is moving opposite to the positive direction, Car D is moving with a negative velocity. Because it is speeding up while moving in a negative direction, its acceleration is negative as well."
419,"The three graphs below are labeled A, B, and C. Each one represents the position of a moving object plotted against time."
420,"As we did in the previous example, let's consider the acceleration and velocity of each object in terms of its direction of travel."
421,"Object A is continually increasing its position in the positive direction. As a result, its velocity is considered positive."
422,"During the first portion of time (shaded grey) the position of the object does not change much, resulting in a small positive velocity. During a later portion of time (shaded green) the position of the object changes more, resulting in a larger positive velocity. Because this positive velocity is increasing over time, the acceleration of the object is considered positive."
423,"As in case A, Object B is continually increasing its position in the positive direction. As a result, its velocity is considered positive."
424,"At the maximum height, all rotational kinetic energy will have been converted to gravitational energy. To find this height, we equate those two energies:"
425,"During the first portion of time (shaded grey) the position of the object changes a large amount, resulting in a large positive velocity. During a later portion of time (shaded green) the position of the object does not change as much, resulting in a smaller positive velocity. Because this positive velocity is decreasing over time, the acceleration of the object is considered negative."
426,"Object C is continually decreasing its position in the positive direction. As a result, its velocity is considered negative."
427,"During the first portion of time (shaded grey) the position of the object does not change a large amount, resulting in a small negative velocity. During a later portion of time (shaded green) the position of the object changes a much larger amount, resulting in a larger negative velocity. Because the velocity of the object is becoming more negative during the time period, the change in velocity is negative. As a result, the object experiences a negative acceleration."
428,A racehorse coming out of the gate accelerates from rest to a velocity of 15.0 m/s due west in 1.80 s. What is its average acceleration?
429,"In everyday conversation, to accelerate means to speed up. The accelerator in a car can in fact cause it to speed up. The greater the acceleration, the greater the change in velocity over a given time. The formal definition of acceleration is consistent with these notions, but more inclusive."
430,"First we draw a sketch and assign a coordinate system to the problem. This is a simple problem, but it always helps to visualize it. Notice that we assign east as positive and west as negative. Thus, in this case, we have negative velocity."
431,"The next several examples consider the motion of the subway train shown in Figure 2.30. In (a) the shuttle moves to the right, and in (b) it moves to the left. The examples are designed to further illustrate aspects of motion and to illustrate some of the reasoning that goes into solving problems."
432,What are the magnitude and sign of displacements for the motions of the subway train shown in parts (a) and (b) of Figure 2.30?
433,"The direction of the motion in (a) is to the right and therefore its displacement has a positive sign, whereas motion in (b) is to the left and thus has a minus sign."
434,What are the distances traveled for the motions shown in parts (a) and (b) of the subway train in Figure 2.30?
435,"The ratio of translational energy to rotational kinetic energy is only 0.380. This ratio tells us that most of the kinetic energy of the helicopter is in its spinning blades—something you probably would not suspect. The 53.7 m height to which the helicopter could be raised with the rotational kinetic energy is also impressive, again emphasizing the amount of rotational kinetic energy in the blades."
436,"To answer this question, think about the definitions of distance and distance traveled, and how they are related to displacement. Distance between two positions is defined to be the magnitude of displacement, which was found in Example 2.2. Distance traveled is the total length of the path traveled between the two positions. (See Displacement.) In the case of the subway train shown in Figure 2.30, the distance traveled is the same as the distance between the initial and final positions of the train."
437,"1. The displacement for part (a) was +2.00 km. Therefore, the distance between the initial and final positions was 2.00 km, and the distance traveled was 2.00 km."
438,Suppose the train in Figure 2.30(a) accelerates from rest to 30.0 km/h in the first 20.0 s of its motion. What is its average acceleration during that time interval?
439,"Recall that velocity is a vector—it has both magnitude and direction. This means that a change in velocity can be a change in magnitude (or speed), but it can also be a change in direction. For example, if a car turns a corner at constant speed, it is accelerating because its direction is changing. The quicker you turn, the greater the acceleration. So there is an acceleration when velocity changes either in magnitude (an increase or decrease in speed) or in direction, or both."
440,"This problem involves three steps. First we must determine the change in velocity, then we must determine the change in time, and finally we use these values to calculate the acceleration."
441,"4. Since the units are mixed (we have both hours and seconds for time), we need to convert everything into SI units of meters and seconds. (See Physical Quantities and Units for more guidance.)"
442,"The plus sign means that acceleration is to the right. This is reasonable because the train starts from rest and ends up with a velocity to the right (also positive). So acceleration is in the same direction as the change in velocity, as is always the case."
443,"Now suppose that at the end of its trip, the train in Figure 2.30(a) slows to a stop from a speed of 30.0 km/h in 8.00 s. What is its average acceleration while stopping?"
444,"In this case, the train is decelerating and its acceleration is negative because it is toward the left. As in the previous example, we must find the change in velocity and the change in time and then solve for acceleration."
445,"Keep in mind that although acceleration is in the direction of the change in velocity, it is not always in the direction of motion. When an object's acceleration is in the same direction of its motion, the object will speed up. However, when an object's acceleration is opposite to the direction of its motion, the object will slow down. Speeding up and slowing down should not be confused with a positive and negative acceleration. The next two examples should help to make this distinction clear."
446,"Some of the most spectacular advances in science have been made in modern physics. Many of the laws of classical physics have been modified or rejected, and revolutionary changes in technology, society, and our view of the universe have resulted. Like science fiction, modern physics is filled with fascinating objects beyond our normal experiences, but it has the advantage over science fiction of being very real. Why, then, is the majority of this text devoted to topics of classical physics? There are two main reasons: Classical physics gives an extremely accurate description of the universe under a wide range of everyday circumstances, and knowledge of classical physics is necessary to understand modern physics."
447,"One of the quality controls in a tomato soup factory consists of rolling filled cans down a ramp. If they roll too fast, the soup is too thin. Why should cans of identical size and mass roll down an incline at different rates? And why should the thickest soup roll the slowest?"
448,"The minus sign indicates that acceleration is to the left. This sign is reasonable because the train initially has a positive velocity in this problem, and a negative acceleration would oppose the motion. Again, acceleration is in the same direction as the change in velocity, which is negative here. This acceleration can be called a deceleration because it has a direction opposite to the velocity."
449,"The graphs of position, velocity, and acceleration vs. time for the trains in Example 2.4 and Example 2.5 are displayed in Figure 2.33. (We have taken the velocity to remain constant from 20 to 40 s, after which the train decelerates.)"
450,"What is the average velocity of the train in part b of Example 2.2, and shown again below, if it takes 5.00 min to make its trip?"
451,"Average velocity is displacement divided by time. It will be negative here, since the train moves to the left and has a negative displacement."
452,Consider the acceleration and velocity of each car in terms of its direction of travel.
453,"Finally, suppose the train in Figure 2.34 slows to a stop from a velocity of 20.0 km/h in 10.0 s. What is its average acceleration?"
454,"As before, we must find the change in velocity and the change in time to calculate average acceleration."
455,"Because the positive direction is considered to the right of the paper, Car A is moving with a positive velocity. Because it is speeding up while moving with a positive velocity, its acceleration is also considered positive."
456,"The plus sign means that acceleration is to the right. This is reasonable because the train initially has a negative velocity (to the left) in this problem and a positive acceleration opposes the motion (and so it is to the right). Again, acceleration is in the same direction as the change in velocity, which is positive here. As in Example 2.5, this acceleration can be called a deceleration since it is in the direction opposite to the velocity."
457,"If we take east to be positive, then the airplane has negative acceleration, as it is accelerating toward the west. It is also decelerating: its acceleration is opposite in direction to its velocity."
458,"Work must be done to rotate objects such as grindstones or merry-go-rounds. Work was defined in Uniform Circular Motion and Gravitation for translational motion, and we can build on that knowledge when considering work done in rotational motion. The simplest rotational situation is one in which the net force is exerted perpendicular to the radius of a disk (as shown in Figure 10.15) and remains perpendicular as the disk starts to rotate. The force is parallel to the displacement, and so the net work done is the product of the force times the arc length traveled:"
459,"Learn about position, velocity, and acceleration graphs. Move the little man back and forth with the mouse and plot his motion. Set the position, velocity, or acceleration and let the simulation move the man for you."
460,"Because the positive direction is considered to the right of the paper, Car B is also moving with a positive velocity. However, because it is slowing down while moving with a positive velocity, its acceleration is considered negative. (This can be viewed in a mathematical manner as well. If the car was originally moving with a velocity of +25 m/s, it is finishing with a speed less than that, like +5 m/s. Because the change in velocity is negative, the acceleration will be as well.)"
461,"Because the positive direction is considered to the right of the paper, Car C is moving with a positive velocity. Because all arrows are of the same length, this car is not changing its speed. As a result, its change in velocity is zero, and its acceleration must be zero as well."
462,The information presented in this section supports the following AP® learning objectives and science practices:
463,"Velocity and final displacement are both positive, which means they are in the same direction."
464,Draw a sketch. We draw the acceleration vector in the direction opposite the velocity vector because the plane is decelerating.
465,"We might know that the greater the acceleration of, say, a car moving away from a stop sign, the greater the displacement in a given time. But we have not developed a specific equation that relates acceleration and displacement. In this section, we develop some convenient equations for kinematic relationships, starting from the definitions of displacement, velocity, and acceleration already covered."
466,"The final velocity is much less than the initial velocity, as desired when slowing down, but still positive. With jet engines, reverse thrust could be maintained long enough to stop the plane and start moving it backward. That would be indicated by a negative final velocity, which is not the case here."
467,"(All of these observations fit our intuition, and it is always useful to examine basic equations in light of our intuition and experiences to check that they do indeed describe nature accurately.)"
468,"An intercontinental ballistic missile (ICBM) has a larger average acceleration than the Space Shuttle and achieves a greater velocity in the first minute or two of flight (actual ICBM burn times are classified—short-burn-time missiles are more difficult for an enemy to destroy). But the Space Shuttle obtains a greater final velocity, so that it can orbit the earth rather than come directly back down as an ICBM does. The Space Shuttle does this by accelerating for a longer time."
469,"Assuming no losses due to friction, there is only one force doing work—gravity. Therefore the total work done is the change in kinetic energy. As the cans start moving, the potential energy is changing into kinetic energy. Conservation of energy gives"
470,We can combine the equations above to find a third equation that allows us to calculate the final position of an object experiencing constant acceleration. We start with
471,where the subscript 0 denotes an initial value and the absence of a subscript denotes a final value in whatever motion is under consideration.
472,"If we convert 402 m to miles, we find that the distance covered is very close to one quarter of a mile, the standard distance for drag racing. So the answer is reasonable. This is an impressive displacement in only 5.56 s, but top-notch dragsters can do a quarter mile in even less time than this."
473,A fourth useful equation can be obtained from another algebraic manipulation of previous equations.
474,Calculate the final velocity of the dragster in Example 2.10 without using information about time.
475,"145 m/s is about 522 km/h or about 324 mi/h, but even this breakneck speed is short of the record for the quarter mile. Also, note that a square root has two values; we took the positive value to indicate a velocity in the same direction as the acceleration."
476,"We now make the important assumption that acceleration is constant. This assumption allows us to avoid using calculus to find instantaneous acceleration. Since acceleration is constant, the average and instantaneous accelerations are equal. That is,"
477,"In the following examples, we further explore one-dimensional motion, but in situations requiring slightly more algebraic manipulation. The examples also give insight into problem-solving techniques. The box below provides easy reference to the equations needed."
478,"In order to determine which equations are best to use, we need to list all of the known values and identify exactly what we need to solve for. We shall do this explicitly in the next several examples, using tables to set them off."
479,2. Identify the equation that will help up solve the problem. The best equation to use is
480,"Locate several cans each containing different types of food. First, predict which can will win the race down an inclined plane and explain why. See if your prediction is correct. You could also do this experiment by collecting several empty cylindrical containers of the same size and filling them with different materials such as wet or dry sand."
481,"To get our first two new equations, we start with the definition of average velocity:"
482,"Once the driver reacts, the stopping distance is the same as it is in Parts A and B for dry and wet concrete. So to answer this question, we need to calculate how far the car travels during the reaction time, and then add that to the stopping time. It is reasonable to assume that the velocity remains constant during the driver's reaction time."
483,"This means the car travels 15.0 m while the driver reacts, making the total displacements in the two cases of dry and wet concrete 15.0 m greater than if he reacted instantly."
484,"The displacements found in this example seem reasonable for stopping a fast-moving car. It should take longer to stop a car on wet rather than dry pavement. It is interesting that reaction time adds significantly to the displacements. But more important is the general approach to solving problems. We identify the knowns and the quantities to be determined and then find an appropriate equation. There is often more than one way to solve a problem. The various parts of this example can in fact be solved by other methods, but the solutions presented above are the shortest."
485,"A negative value for time is unreasonable, since it would mean that the event happened 20 s before the motion began. We can discard that solution. Thus,"
486,"Whenever an equation contains an unknown squared, there will be two solutions. In some problems both solutions are meaningful, but in others, such as the above, only one solution is reasonable. The 10.0 s answer seems reasonable for a typical freeway on-ramp."
487,"With the basics of kinematics established, we can go on to many other interesting examples and applications. In the process of developing kinematics, we have also glimpsed a general approach to problem solving that produces both correct answers and insights into physical relationships. Problem-Solving Basics discusses problem-solving basics and outlines an approach that will help you succeed in this invaluable task."
488,"A jogger runs down a straight stretch of road with an average velocity of 4.00 m/s for 2.00 min. What is his final position, taking his initial position to be zero?"
489,"Problem-solving skills are obviously essential to success in a quantitative course in physics. More importantly, the ability to apply broad physical principles, usually represented by equations, to specific situations is a very powerful form of knowledge. It is much more powerful than memorizing a list of facts. Analytical skills and problem-solving abilities can be applied to new situations, whereas a list of facts cannot be made long enough to contain every possible circumstance. Such analytical skills are useful both for solving problems in this text and for applying physics in everyday and professional life."
490,"Use the following strategies to determine whether an answer is reasonable and, if it is not, to determine what is the cause."
491,"Calculate the final speed of a solid cylinder that rolls down a 2.00-m-high incline. The cylinder starts from rest, has a mass of 0.750 kg, and has a radius of 4.00 cm."
492,"Solve the problem using strategies as outlined and in the format followed in the worked examples in the text. In the example given in the preceding paragraph, you would identify the givens as the acceleration and time and use the equation below to find the unknown final velocity. That is,"
493,"Check to see if the answer is reasonable. Is it too large or too small, or does it have the wrong sign, improper units, …? In this case, you may need to convert meters per second into a more familiar unit, such as miles per hour."
494,This velocity is about four times greater than a person can run—so it is too large.
495,"While there is no simple step-by-step method that works for every problem, the following general procedures facilitate problem solving and make it more meaningful. A certain amount of creativity and insight is required as well."
496,"Examine the situation to determine which physical principles are involved. It often helps to draw a simple sketch at the outset. You will also need to decide which direction is positive and note that on your sketch. Once you have identified the physical principles, it is much easier to find and apply the equations representing those principles. Although finding the correct equation is essential, keep in mind that equations represent physical principles, laws of nature, and relationships among physical quantities. Without a conceptual understanding of a problem, a numerical solution is meaningless."
497,"Make a list of what is given or can be inferred from the problem as stated (identify the knowns). Many problems are stated very succinctly and require some inspection to determine what is known. A sketch can also be very useful at this point. Formally identifying the knowns is of particular importance in applying physics to real-world situations. Remember, “stopped” means velocity is zero, and we often can take initial time and position as zero."
498,"Identify exactly what needs to be determined in the problem (identify the unknowns). In complex problems, especially, it is not always obvious what needs to be found or in what sequence. Making a list can help."
499,"Find an equation or set of equations that can help you solve the problem. Your list of knowns and unknowns can help here. It is easiest if you can find equations that contain only one unknown—that is, all of the other variables are known, so you can easily solve for the unknown. If the equation contains more than one unknown, then an additional equation is needed to solve the problem. In some problems, several unknowns must be determined to get at the one needed most. In such problems it is especially important to keep physical principles in mind to avoid going astray in a sea of equations. You may have to use two (or more) different equations to get the final answer."
500,"Substitute the knowns along with their units into the appropriate equation, and obtain numerical solutions complete with units. This step produces the numerical answer; it also provides a check on units that can help you find errors. If the units of the answer are incorrect, then an error has been made. However, be warned that correct units do not guarantee that the numerical part of the answer is also correct."
501,"Check the answer to see if it is reasonable: Does it make sense? This final step is extremely important—the goal of physics is to accurately describe nature. To see if the answer is reasonable, check both its magnitude and its sign, in addition to its units. Your judgment will improve as you solve more and more physics problems, and it will become possible for you to make finer and finer judgments regarding whether nature is adequately described by the answer to a problem. This step brings the problem back to its conceptual meaning. If you can judge whether the answer is reasonable, you have a deeper understanding of physics than just being able to mechanically solve a problem."
502,"qWork and energy in rotational motion are completely analogous to work and energy in translational motion, first presented in Uniform Circular Motion and Gravitation."
503,"When solving problems, we often perform these steps in different order, and we also tend to do several steps simultaneously. There is no rigid procedure that will work every time. Creativity and insight grow with experience, and the basics of problem solving become almost automatic. One way to get practice is to work out the text's examples for yourself as you read. Another is to work as many end-of-section problems as possible, starting with the easiest to build confidence and progressing to the more difficult. Once you become involved in physics, you will see it all around you, and you can begin to apply it to situations you encounter outside the classroom, just as is done in many of the applications in this text."
504,The information presented in this section supports the following AP® learning objectives and science practices:
505,"A simple experiment can be done to determine your reaction time. Have a friend hold a ruler between your thumb and index finger, separated by about 1 cm. Note the mark on the ruler that is right between your fingers. Have your friend drop the ruler unexpectedly, and try to catch it between your two fingers. Note the new reading on the ruler. Assuming acceleration is that due to gravity, calculate your reaction time. How far would you travel in a car (moving at 30 m/s) if the time it took your foot to go from the gas pedal to the brake was twice this reaction time?"
506,"What happens if the person on the cliff throws the rock straight down, instead of straight up? To explore this question, calculate the velocity of the rock when it is 5.10 m below the starting point, and has been thrown downward with an initial speed of 13.0 m/s."
507,"Falling objects form an interesting class of motion problems. For example, we can estimate the depth of a vertical mine shaft by dropping a rock into it and listening for the rock to hit the bottom. By applying the kinematics developed so far to falling objects, we can examine some interesting situations and learn much about gravity in the process."
508,"Taking the square root, and noting that a square root can be positive or negative, gives"
509,"The negative root is chosen to indicate that the rock is still heading down. Thus,"
510,"The acceleration due to gravity on Earth differs slightly from place to place, depending on topography (e.g., whether you are on a hill or in a valley) and subsurface geology (whether there is dense rock like iron ore as opposed to light rock like salt beneath you.) The precise acceleration due to gravity can be calculated from data taken in an introductory physics laboratory course. An object, usually a metal ball for which air resistance is negligible, is dropped and the time it takes to fall a known distance is measured. See, for example, Figure 2.55. Very precise results can be produced with this method if sufficient care is taken in measuring the distance fallen and the elapsed time."
511,"Suppose the ball falls 1.0000 m in 0.45173 s. Assuming the ball is not affected by air resistance, what is the precise acceleration due to gravity at this location?"
512,"The most remarkable and unexpected fact about falling objects is that, if air resistance and friction are negligible, then in a given location all objects fall toward the center of Earth with the same constant acceleration, independent of their mass. This experimentally determined fact is unexpected, because we are so accustomed to the effects of air resistance and friction that we expect light objects to fall slower than heavy ones."
513,"Analogy of Rotational and Translational Kinetic EnergyIs rotational kinetic energy completely analogous to translational kinetic energy? What, if any, are their differences? Give an example of each type of kinetic energy."
514,"While it is well established that the acceleration due to gravity is quite nearly 9.8 m/s2 at all locations on Earth, you can verify this for yourself with some basic materials."
515,"Your task is to find the acceleration due to gravity at your location. Achieving an acceleration of precisely 9.8 m/s2 will be difficult. However, with good preparation and attention to detail, you should be able to get close. Before you begin working, consider the following questions."
516,What measurements will you need to take in order to find the acceleration due to gravity?
517,What relationships and equations found in this chapter may be useful in calculating the acceleration?
518,"Upon completing these four questions, record your procedure. Once recorded, you may carry out the experiment. If you find that your experiment cannot be carried out, you may revise your procedure."
519,"Once you have found your experimental acceleration, compare it to the assumed value of 9.8 m/s2. If error exists, what were the likely sources of this error? How could you change your procedure in order to improve the accuracy of your findings?"
520,"A chunk of ice breaks off a glacier and falls 30.0 meters before it hits the water. Assuming it falls freely (there is no air resistance), how long does it take to hit the water?"
521,"In the real world, air resistance can cause a lighter object to fall slower than a heavier object of the same size. A tennis ball will reach the ground after a hard baseball dropped at the same time. (It might be difficult to observe the difference if the height is not large.) Air resistance opposes the motion of an object through the air, while friction between objects—such as between clothes and a laundry chute or between a stone and a pool into which it is dropped—also opposes motion between them. For the ideal situations of these first few chapters, an object falling without air resistance or friction is defined to be in free-fall."
522,"where we take the positive value as the physically relevant answer. Thus, it takes about 2.5 seconds for the piece of ice to hit the water."
523,"A person standing on the edge of a high cliff throws a rock straight up with an initial velocity of 13.0 m/s. The rock misses the edge of the cliff as it falls back to Earth. Calculate the position and velocity of the rock 1.00 s, 2.00 s, and 3.00 s after it is thrown, neglecting the effects of air resistance."
524,"Yes, rotational and translational kinetic energy are exact analogs. They both are the energy of motion involved with the coordinated (non-random) movement of mass relative to some reference frame. The only difference between rotational and translational kinetic energy is that translational is straight line motion while rotational is not. An example of both kinetic and translational kinetic energy is found in a bike tire while being ridden down a bike path. The rotational motion of the tire means it has rotational kinetic energy while the movement of the bike along the path means the tire also has translational kinetic energy. If you were to lift the front wheel of the bike and spin it while the bike is stationary, then the wheel would have only rotational kinetic energy relative to the Earth."
525,"A graph, like a picture, is worth a thousand words. Graphs not only contain numerical information; they also reveal relationships between physical quantities. This section uses graphs of position, velocity, and acceleration versus time to illustrate one-dimensional kinematics."
526,"This is an impressively large land speed (900 km/h, or about 560 mi/h): much greater than the typical highway speed limit of 60 mi/h (27 m/s or 96 km/h), but considerably shy of the record of 343 m/s (1234 km/h or 766 mi/h) set in 1997."
527,"The graphs in Figure 2.60 below represent the motion of the jet-powered car as it accelerates toward its top speed, but only during the time when its acceleration is constant. Time starts at zero for this motion (as if measured with a stopwatch), and the position and velocity are initially 200 m and 15 m/s, respectively."
528,"The graph of position versus time in Figure 2.60(a) is a curve rather than a straight line. The slope of the curve becomes steeper as time progresses, showing that the velocity is increasing over time. The slope at any point on a position-versus-time graph is the instantaneous velocity at that point. It is found by drawing a straight line tangent to the curve at the point of interest and taking the slope of this straight line. Tangent lines are shown for two points in Figure 2.60(a). If this is done at every point on the curve and the values are plotted against time, then the graph of velocity versus time shown in Figure 2.60(b) is obtained. Furthermore, the slope of the graph of velocity versus time is acceleration, which is shown in Figure 2.60(c)."
529,2. Determine the endpoints of the tangent. These correspond to a position of 1300 m at time 19 s and a position of 3120 m at time 32 s.
530,"Since the velocity versus time graph in Figure 2.60(b) is a straight line, its slope is the same everywhere, implying that acceleration is constant. Acceleration versus time is graphed in Figure 2.60(c)."
531,"A general relationship for velocity, acceleration, and time has again been obtained from a graph. Notice that this equation was also derived algebraically from other motion equations in Motion Equations for Constant Acceleration in One Dimension."
532,"It is not accidental that the same equations are obtained by graphical analysis as by algebraic techniques. In fact, an important way to discover physical relationships is to measure various physical quantities and then make graphs of one quantity against another to see if they are correlated in any way. Correlations imply physical relationships and might be shown by smooth graphs such as those above. From such graphs, mathematical relationships can sometimes be postulated. Further experiments are then performed to determine the validity of the hypothesized relationships."
533,"A graph of position versus time can be used to generate a graph of velocity versus time, and a graph of velocity versus time can be used to generate a graph of acceleration versus time. We do this by finding the slope of the graphs at every point. If the graph is linear (i.e., a line with a constant slope), it is easy to find the slope at any point and you have the slope for every point. Graphical analysis of motion can be used to describe both specific and general characteristics of kinematics. Graphs can also be used for other topics in physics. An important aspect of exploring physical relationships is to graph them and look for underlying relationships."
534,A graph of velocity vs. time of a ship coming into a harbor is shown below. (a) Describe the motion of the ship based on the graph. (b)What would a graph of the ship's acceleration look like?
535,"Build your own system of heavenly bodies and watch the gravitational ballet. With this orbit simulator, you can set initial positions, velocities, and masses of 2, 3, or 4 bodies, and then see them orbit each other."
536,"(a) The ship moves at constant velocity and then begins to decelerate at a constant rate. At some point, its deceleration rate decreases. It maintains this lower deceleration rate until it stops moving."
537,"(b) A graph of acceleration vs. time would show zero acceleration in the first leg, large and constant negative acceleration in the second leg, and constant negative acceleration."
538,"Thus a graph of position versus time gives a general relationship among position, velocity, and time, as well as giving detailed numerical information about a specific situation."
